,row_a2883_data
Gene_12,0.0051423194494827195
Gene_20,0.0048219255383805774
Gene_4,0.004169459250202687
Gene_32,0.0037481390770040257
Gene_44,0.001617300574652326
Gene_18,0.001608353015756482
Gene_46,0.0015048590841344077
Gene_22,0.0012920834835073256
Gene_14,0.0008369548984116016
Gene_21,0.0007843246196939089
Gene_23,0.0007519330085617661
Gene_47,0.00025492631232435165
Gene_6,0.0001947949802278792
Gene_49,0.0001805932839011779
Gene_35,0.00016753154452382258
Gene_40,3.861450301358182e-05
Gene_26,3.1532674843478105e-05
Gene_3,2.0008056707052644e-05
Gene_19,1.1764077585852827e-06
Gene_28,6.247379938140488e-07
Gene_45,-7.075172519438103e-07
Gene_9,-7.334548703121413e-06
Gene_27,-8.277912152820021e-06
Gene_15,-1.8213916306848753e-05
Gene_1,-4.808616970696552e-05
Gene_33,-5.676540028303097e-05
Gene_48,-7.291938619482087e-05
Gene_11,-0.00010171699599626806
Gene_38,-0.00010410556348006074
Gene_39,-0.0001151076413748761
Gene_5,-0.0001409661755355405
Gene_13,-0.0003877403871690244
Gene_16,-0.00043388385900811543
Gene_43,-0.0004964943576625971
Gene_7,-0.0005440248419048355
Gene_2,-0.0006273063511506036
Gene_31,-0.0007425399212361177
Gene_24,-0.0007630130401017256
Gene_41,-0.001019478537439783
Gene_8,-0.0012186857187908885
Gene_17,-0.0013349808058587403
Gene_50,-0.0016036807194139279
Gene_42,-0.0016589193243568088
Gene_30,-0.0017878288662351587
Gene_10,-0.002780318092641017
Gene_29,-0.0034687966362410764
Gene_34,-0.004168293273093284
Gene_36,-0.004183136007096142
Gene_37,-0.004865672732652184
Gene_25,-0.005238180998841123
