,row_a613_data
Gene_23,0.011024319503696789
Gene_31,0.007603889576909877
Gene_3,0.006584771545213959
Gene_46,0.005725549131825287
Gene_33,0.004331178054922445
Gene_11,0.002486304398385291
Gene_13,0.0010790737943264708
Gene_42,0.0009770740469817033
Gene_1,0.000601694436593983
Gene_41,0.0003315475447855311
Gene_28,0.00019430349179527491
Gene_29,0.00015465427862986826
Gene_12,0.00013605451374519638
Gene_22,9.433868057468278e-05
Gene_36,4.106028681367089e-05
Gene_32,3.13345687725893e-05
Gene_8,1.3113323150603859e-05
Gene_45,3.265482578642103e-06
Gene_25,2.331572896890953e-06
Gene_17,1.72497909553933e-06
Gene_34,8.133163019354294e-08
Gene_48,-1.5610628062717605e-06
Gene_4,-1.8467799113143046e-06
Gene_21,-6.259603329335098e-05
Gene_19,-8.420462834009138e-05
Gene_24,-0.00010525317211327071
Gene_2,-0.00016477465815051663
Gene_43,-0.0002009803144913543
Gene_18,-0.00020276763609184106
Gene_7,-0.00020720689744952933
Gene_44,-0.000320691055134161
Gene_47,-0.00032092718673856356
Gene_14,-0.00032189728203752595
Gene_38,-0.0007544783059944479
Gene_9,-0.0009071980951096347
Gene_39,-0.0014090804736269055
Gene_37,-0.0014135469472645844
Gene_15,-0.0014143076820414152
Gene_6,-0.0014867089590743683
Gene_16,-0.0014890217116451843
Gene_49,-0.002789591583082905
Gene_40,-0.003331661821163584
Gene_10,-0.003564304687235788
Gene_5,-0.0036983741052793217
Gene_20,-0.003815568882375304
Gene_30,-0.0044599929893589215
Gene_26,-0.004495120912897487
Gene_50,-0.004665128632470605
Gene_35,-0.00598555830070909
Gene_27,-0.007881847583090976
