,row_a2097_data
Gene_28,0.0053592098207287334
Gene_46,0.0037145996733509027
Gene_27,0.003473410439768643
Gene_3,0.003241117542973667
Gene_7,0.0025169239341753455
Gene_37,0.0017985875968800896
Gene_36,0.0014507976730974512
Gene_49,0.0013193143672494915
Gene_15,0.00113788005473633
Gene_39,0.0010767197675117792
Gene_9,0.000933564391714414
Gene_26,0.0007203914630841057
Gene_10,0.0004882050778811089
Gene_25,0.00041933444495551074
Gene_43,0.0003765232587067263
Gene_42,0.00018795832603360572
Gene_48,0.00010935390604101237
Gene_32,6.624232278599476e-05
Gene_2,3.903046962692655e-05
Gene_38,1.60526566370567e-05
Gene_14,6.43567747659002e-06
Gene_34,5.55113944162623e-06
Gene_8,-9.872743619102184e-06
Gene_50,-1.6441274145778792e-05
Gene_20,-0.0001117291602241693
Gene_44,-0.0001385603942698774
Gene_22,-0.0001423143900282208
Gene_30,-0.00014784364041888843
Gene_5,-0.00037972082726639694
Gene_24,-0.00048606698324605343
Gene_17,-0.00048767529772860644
Gene_31,-0.000521485149801468
Gene_1,-0.0005241507848002358
Gene_19,-0.0006603405238252967
Gene_4,-0.0008600957963206912
Gene_6,-0.0009315563989314643
Gene_16,-0.0009334895919930965
Gene_12,-0.0009433396775713689
Gene_13,-0.0010315020336872857
Gene_41,-0.0010609783816244488
Gene_33,-0.0013075169477079905
Gene_23,-0.002115996399296374
Gene_21,-0.002355487404674928
Gene_47,-0.0030848116885093336
Gene_35,-0.003098457670862933
Gene_45,-0.003218651082781367
Gene_29,-0.003563118842436492
Gene_18,-0.004297708408615647
Gene_11,-0.004832306483139639
Gene_40,-0.005863460069482679
