,row_a2171_data
Gene_5,0.013533304221862975
Gene_50,0.0024085732747476272
Gene_39,0.0017558013618661581
Gene_4,0.0017056913467101854
Gene_17,0.0014064123447683407
Gene_37,0.0011328590511135812
Gene_24,0.0010466709943079632
Gene_7,0.0010177233602314977
Gene_34,0.0009410425621168288
Gene_40,0.000803064616737926
Gene_30,0.000672882432713435
Gene_15,0.0006273147813192679
Gene_22,0.00034654916090298866
Gene_23,0.0003317298650264253
Gene_26,0.00030616725233424897
Gene_36,0.00022465020160018583
Gene_35,0.00012157269537168441
Gene_8,0.0001146536939015117
Gene_16,8.406985404141526e-05
Gene_6,1.9609037042526674e-05
Gene_43,2.6072746552287197e-06
Gene_1,-2.0484838564219666e-05
Gene_10,-2.6602487867028813e-05
Gene_18,-2.7708397253001964e-05
Gene_33,-3.654580527741227e-05
Gene_11,-5.6989218608705376e-05
Gene_42,-0.00010943367577093631
Gene_29,-0.00011744915774012776
Gene_48,-0.00014065085208537294
Gene_41,-0.00017677243242693796
Gene_19,-0.00020654306258285123
Gene_44,-0.00023728378178227696
Gene_2,-0.0004555112456811304
Gene_20,-0.0006010546363909757
Gene_32,-0.0007911005517044836
Gene_27,-0.0008218631902211699
Gene_9,-0.0008939670410476638
Gene_31,-0.0011573680106340832
Gene_38,-0.0012828195440360343
Gene_3,-0.0016314966959637507
Gene_13,-0.0018373827074895412
Gene_14,-0.0018700854331069883
Gene_25,-0.0019732098633948127
Gene_12,-0.0020312049581524146
Gene_45,-0.002285153139395602
Gene_47,-0.0028894088068758283
Gene_49,-0.0029501446768306766
Gene_21,-0.0039137348213727115
Gene_28,-0.004293477977699248
Gene_46,-0.00486721482670955
