,row_a1855_data
Gene_22,0.012020893835587815
Gene_11,0.00929324218387776
Gene_19,0.0031485666752901044
Gene_5,0.0029389481645110075
Gene_37,0.002725487672062081
Gene_13,0.0014263936122410528
Gene_7,0.0010542175976331843
Gene_50,0.0010318071534974552
Gene_17,0.0007919732407550123
Gene_18,0.0007090619931856899
Gene_1,0.0003334579796412211
Gene_24,0.00030793174862836286
Gene_27,0.00022458959738405268
Gene_23,0.00019189939570329125
Gene_3,0.0001707295017065282
Gene_32,0.00010740218873915987
Gene_14,5.9801953271385174e-05
Gene_36,5.0639459265332904e-05
Gene_15,4.1562010210638304e-05
Gene_41,-1.4925226253144905e-05
Gene_30,-2.0831605151221144e-05
Gene_6,-2.6344571623935446e-05
Gene_49,-3.764471223624197e-05
Gene_12,-4.6104070064576256e-05
Gene_16,-8.734187575093954e-05
Gene_39,-0.00010497835109442885
Gene_46,-0.00014003953397469953
Gene_9,-0.00018390542397544118
Gene_31,-0.00022354518445799132
Gene_48,-0.0003432032797056335
Gene_4,-0.0006234069340492693
Gene_28,-0.0006431483684146214
Gene_2,-0.0006506998336784607
Gene_47,-0.0008274124683770746
Gene_29,-0.0011459789834281516
Gene_26,-0.0011990288496248709
Gene_25,-0.0013281923522362802
Gene_44,-0.001333338592894633
Gene_43,-0.001443497664499188
Gene_21,-0.001562046146475318
Gene_34,-0.0015738214601193484
Gene_42,-0.0019397581603754778
Gene_20,-0.0022155696007025087
Gene_35,-0.0022767659351852054
Gene_33,-0.0031351981623033995
Gene_38,-0.00317912029397156
Gene_10,-0.003352487069301886
Gene_8,-0.0034375173942707915
Gene_45,-0.0036468073474371916
Gene_40,-0.004726450161473039
