,row_a2572_data
Gene_11,0.007192285594226034
Gene_16,0.006205345970179049
Gene_2,0.00402809238337582
Gene_18,0.003503084372877408
Gene_9,0.0024965695494514927
Gene_13,0.0024545554016083167
Gene_29,0.0019488874480713368
Gene_47,0.0017642522109818448
Gene_41,0.0012533182452264414
Gene_28,0.0010543880454842165
Gene_23,0.0006515144721901604
Gene_8,0.0005296348797645904
Gene_46,0.00030609201411662757
Gene_21,0.00019468624505946698
Gene_37,0.0001500737157230387
Gene_49,0.00014662480089605665
Gene_20,0.0001247696441284056
Gene_17,2.763702611666369e-05
Gene_3,2.8842894240484836e-06
Gene_4,-5.322993604696933e-06
Gene_15,-5.860848724172486e-06
Gene_12,-1.5896713814990838e-05
Gene_40,-2.0143272140699217e-05
Gene_24,-3.701163574837548e-05
Gene_35,-5.28638493029022e-05
Gene_39,-0.0001255390384503727
Gene_48,-0.0001519628334577057
Gene_45,-0.00017990538867119956
Gene_30,-0.00022485642910875488
Gene_7,-0.0002972936970574219
Gene_1,-0.0003883650650047983
Gene_36,-0.00042389129104186294
Gene_50,-0.0007951886616167341
Gene_42,-0.0008649388001676947
Gene_10,-0.0009726466740235932
Gene_34,-0.0012025255423820107
Gene_43,-0.001242304107577529
Gene_5,-0.0013042461820512003
Gene_26,-0.0016113462142018243
Gene_44,-0.0016242981997528884
Gene_25,-0.001639471447791804
Gene_22,-0.0020918872725585085
Gene_33,-0.0023312354501755558
Gene_14,-0.002751056950233207
Gene_27,-0.003016128299998182
Gene_6,-0.0034335313233700123
Gene_32,-0.004355351722315169
Gene_19,-0.004489396633959806
Gene_38,-0.005564314827356846
Gene_31,-0.007005802042790517
