,row_a171_data
Gene_45,0.006822094251253104
Gene_11,0.005346008502304626
Gene_25,0.005319433311810656
Gene_42,0.0047381098342804216
Gene_46,0.002415551986191815
Gene_8,0.002009938090290173
Gene_23,0.0012004047232914766
Gene_5,0.0010995324936519182
Gene_9,0.0009836948934253379
Gene_43,0.0009648014697912627
Gene_20,0.0006228257330007773
Gene_48,0.0005389801343366699
Gene_22,0.00025318559592637374
Gene_1,0.00022564732335203334
Gene_30,0.00020413997290381512
Gene_38,0.00010159127901513136
Gene_13,-3.0083293713409473e-07
Gene_29,-2.397137771488917e-06
Gene_19,-7.327164799854379e-06
Gene_26,-8.935823309750353e-06
Gene_47,-9.346602465709294e-06
Gene_32,-1.4936586379703319e-05
Gene_41,-5.922274881680722e-05
Gene_35,-9.460343696259671e-05
Gene_14,-9.933509197288535e-05
Gene_33,-0.00011552333417441749
Gene_31,-0.0001500378947698949
Gene_2,-0.00017248962697564833
Gene_17,-0.00020459046812009623
Gene_50,-0.0002564561947185624
Gene_12,-0.00028877576874643935
Gene_6,-0.00030971657313517975
Gene_16,-0.0003778399918826828
Gene_24,-0.0003922230842493312
Gene_40,-0.000525859950426959
Gene_37,-0.0006622117358405463
Gene_10,-0.0007076649388063662
Gene_4,-0.0008696962514719289
Gene_7,-0.0012582060765363133
Gene_34,-0.0014424139991239993
Gene_49,-0.0017940089947840292
Gene_15,-0.002016110539757354
Gene_39,-0.002184536267802522
Gene_3,-0.002421661619787516
Gene_21,-0.0029291493620898037
Gene_28,-0.003487542703038708
Gene_36,-0.004505962598483624
Gene_44,-0.004627134530772676
Gene_18,-0.005675593986466047
Gene_27,-0.005706425381285166
