,row_a1271_data
Gene_26,0.009811702427326307
Gene_37,0.0058492188652172795
Gene_45,0.005306164244836766
Gene_50,0.002916792130636737
Gene_41,0.001919075697150401
Gene_46,0.0017268004546708718
Gene_21,0.0014298186295987024
Gene_44,0.0013682196069118822
Gene_31,0.0013374791115098586
Gene_48,0.0011536490916040747
Gene_3,0.000920280387739177
Gene_11,0.0008286771059910734
Gene_10,0.0007934830446204278
Gene_34,0.0004028047554812701
Gene_4,0.0003082595476191323
Gene_16,0.0003055245069623529
Gene_27,0.00022457752380424943
Gene_15,0.0001965388861954315
Gene_13,0.00011887530246783642
Gene_40,8.343482183332217e-05
Gene_8,4.284433824704799e-06
Gene_42,1.4132885597706096e-07
Gene_43,-6.429955076224937e-06
Gene_28,-1.2132073142631043e-05
Gene_18,-1.3986596366743001e-05
Gene_7,-3.396654150015382e-05
Gene_30,-0.00011868227913820382
Gene_6,-0.0004284451746012037
Gene_39,-0.0005227996050703155
Gene_12,-0.000523887762454738
Gene_24,-0.0005581789326097918
Gene_25,-0.0005642466304589268
Gene_49,-0.0006335483485215682
Gene_32,-0.0006356304783076811
Gene_47,-0.0007058389849138834
Gene_33,-0.0015609964994816763
Gene_35,-0.0017490720954039265
Gene_14,-0.0017738115284785744
Gene_17,-0.0023583735099634365
Gene_22,-0.002744543085609353
Gene_38,-0.0034422874954907513
Gene_1,-0.004120712999750869
Gene_9,-0.004261200991866795
Gene_29,-0.004287122899064509
Gene_23,-0.004864475344444038
Gene_5,-0.004927041177241218
Gene_36,-0.005158660190946119
Gene_19,-0.006322437162281928
Gene_2,-0.006619282897781858
Gene_20,-0.006715227647585486
