,row_a1290_data
Gene_32,0.010123016292353269
Gene_5,0.006258808562915406
Gene_10,0.004057319070298817
Gene_18,0.003533907956808996
Gene_31,0.0032958366097678203
Gene_47,0.0030894766536358467
Gene_45,0.0023887636294011912
Gene_34,0.0010093993309172812
Gene_7,0.000932577070702786
Gene_33,0.0008401811965621652
Gene_1,0.0007326214353904513
Gene_46,0.000334662970416713
Gene_23,0.0003195830836078598
Gene_28,0.0002884938270633617
Gene_15,0.0001736668954131831
Gene_9,7.31481759332301e-05
Gene_43,3.532328017275292e-05
Gene_22,3.3739531907425735e-05
Gene_21,1.9808570390763658e-05
Gene_29,3.5642564236375404e-06
Gene_50,-2.551973355811746e-06
Gene_19,-1.1930921734776669e-05
Gene_25,-9.724870941242754e-05
Gene_44,-0.000144794299435608
Gene_49,-0.00017064640541998187
Gene_36,-0.00017516477601591625
Gene_37,-0.00017625279731316103
Gene_16,-0.0002470949893858638
Gene_6,-0.00037344298789710123
Gene_35,-0.000504384796914603
Gene_11,-0.000521746451787616
Gene_27,-0.0006674198603839792
Gene_42,-0.0009069262899786749
Gene_8,-0.0009241412310026531
Gene_17,-0.0009593406360895308
Gene_26,-0.0009971685921348144
Gene_39,-0.0015503023078949482
Gene_38,-0.001823471745401554
Gene_2,-0.001898357363085323
Gene_24,-0.0019472931051384172
Gene_41,-0.002076801704801281
Gene_12,-0.002095594059502544
Gene_3,-0.0021021541862186427
Gene_48,-0.002171640956092535
Gene_40,-0.002354771534909905
Gene_30,-0.0026179098293298577
Gene_4,-0.004205138404366688
Gene_20,-0.004449112951237859
Gene_14,-0.005496505119579592
Gene_13,-0.006055211383064741
