,row_a496_data
Gene_11,0.004649752728873515
Gene_48,0.004524541889401151
Gene_24,0.004068733253980109
Gene_2,0.0035616520520784763
Gene_4,0.002971160088931264
Gene_30,0.0024754122094167597
Gene_28,0.001990468580260643
Gene_38,0.0019694487004651732
Gene_34,0.0011736376139007175
Gene_42,0.0010044223675512946
Gene_45,0.0004203974400892557
Gene_8,0.00041650871551419683
Gene_16,0.00033225051445037214
Gene_21,0.00019447305488874212
Gene_12,0.0001647796064094809
Gene_9,0.0001361798147829006
Gene_18,0.00013051068260097696
Gene_43,7.332624308256934e-05
Gene_19,4.1708487185380364e-05
Gene_15,2.1549612826211807e-05
Gene_10,7.147333417487187e-06
Gene_44,-2.4319157057525753e-07
Gene_31,-6.611608850754435e-07
Gene_41,-1.5067579407252872e-06
Gene_35,-0.00013918517788022683
Gene_5,-0.00027771085484818315
Gene_33,-0.000304100369691305
Gene_1,-0.0003138150051860205
Gene_49,-0.00032571112941392555
Gene_39,-0.00033603940724359497
Gene_29,-0.0005048012953216933
Gene_22,-0.0005376857540611204
Gene_3,-0.000751008769702975
Gene_23,-0.0007875693674201114
Gene_7,-0.0009251971950647304
Gene_26,-0.0009515895073199236
Gene_40,-0.0009883626830726766
Gene_27,-0.0013435754205419243
Gene_20,-0.0013450735407214438
Gene_25,-0.0015663992983505092
Gene_47,-0.001609639031626732
Gene_37,-0.0018457052670062682
Gene_13,-0.0018552570418373308
Gene_17,-0.002491018470475175
Gene_46,-0.0028408396383537583
Gene_32,-0.003094991682869878
Gene_6,-0.003121721580858672
Gene_50,-0.0033290083116790537
Gene_14,-0.003915760117687956
Gene_36,-0.005591909378512682
