,row_a1593_data
Gene_36,0.00708990044877277
Gene_15,0.004162542391883924
Gene_14,0.003010083568172957
Gene_40,0.00241161477076874
Gene_13,0.002281281374691366
Gene_7,0.0022812533071153475
Gene_43,0.0019695380720731017
Gene_49,0.0018625921747836343
Gene_29,0.0015118744880893977
Gene_12,0.0006776120990536045
Gene_37,0.000460481716301061
Gene_34,0.0004055083703275175
Gene_50,0.00037277828748445924
Gene_39,0.00032656004069647705
Gene_42,0.00024208029536233982
Gene_27,0.0002393220773880126
Gene_47,0.00022069267789820391
Gene_26,0.00020474021433533715
Gene_17,0.00017690920828960675
Gene_33,0.00017627627979635314
Gene_46,0.0001489592327891592
Gene_19,4.3325463531515996e-05
Gene_1,3.825816603290628e-05
Gene_10,3.1359736380125018e-06
Gene_41,-9.991089916877322e-06
Gene_31,-7.6745825654571e-05
Gene_25,-8.171429824350117e-05
Gene_16,-8.941615452614008e-05
Gene_11,-0.00011316788781868745
Gene_28,-0.0001693546847266257
Gene_48,-0.00022358286920560848
Gene_35,-0.0004210630184707221
Gene_22,-0.0006890288435897726
Gene_8,-0.0009400750661153878
Gene_21,-0.001050622618706944
Gene_4,-0.0018270559170995007
Gene_20,-0.0019155367844510018
Gene_38,-0.0024160525592021357
Gene_45,-0.0024304542339259926
Gene_6,-0.00244642774119156
Gene_2,-0.002606236363034201
Gene_9,-0.002624664633721945
Gene_24,-0.0028057763776192673
Gene_5,-0.0029864293319187274
Gene_32,-0.003022975344525805
Gene_44,-0.0033265202853125717
Gene_3,-0.005035246329118923
Gene_30,-0.0066896540779313955
Gene_18,-0.006822755141994435
Gene_23,-0.007356373109415298
