,row_a1214_data
Gene_4,0.01041450124271956
Gene_10,0.009539814638528155
Gene_38,0.0074538154301210975
Gene_47,0.002780955235577038
Gene_28,0.0016368561825556797
Gene_46,0.001512179343428996
Gene_20,0.0013217999397358631
Gene_29,0.0008846442067421572
Gene_44,0.0008745349340875137
Gene_24,0.0005736090425445058
Gene_49,0.00043696510875652645
Gene_40,0.0001564742362027932
Gene_8,0.00013905358424476225
Gene_34,0.00011222393862270284
Gene_9,8.015084607731929e-05
Gene_3,7.359160174828729e-05
Gene_27,6.156643860788166e-05
Gene_32,1.1339521008139647e-06
Gene_1,7.777944682688917e-07
Gene_43,1.5338937757171335e-07
Gene_5,-5.074669343940502e-07
Gene_13,-1.6934133360227508e-05
Gene_30,-3.075470866537142e-05
Gene_37,-3.6792942907511845e-05
Gene_14,-3.996633484125596e-05
Gene_45,-5.1618553273132623e-05
Gene_16,-7.085382707802072e-05
Gene_42,-8.701194095925334e-05
Gene_50,-9.862119682500304e-05
Gene_22,-0.00010487018791668044
Gene_26,-0.00018654319149847523
Gene_48,-0.00023150515124416532
Gene_23,-0.0005697949706599094
Gene_15,-0.0009000285537104436
Gene_35,-0.0010014414593820112
Gene_7,-0.0010729655413271137
Gene_19,-0.001217428546276913
Gene_21,-0.0014481111394215405
Gene_25,-0.0019068919169917711
Gene_2,-0.0020384347538824053
Gene_33,-0.002170686384957044
Gene_39,-0.0023515092992059594
Gene_12,-0.0024615407441042694
Gene_41,-0.002578532893094184
Gene_31,-0.002589385845788644
Gene_17,-0.003534539178480151
Gene_11,-0.004832291740899013
Gene_6,-0.004942697108956874
Gene_18,-0.005438379847912851
Gene_36,-0.007840022761333113
