,row_a1260_data
Gene_38,0.005055538807479236
Gene_2,0.0033789290188000233
Gene_3,0.0026067535697917067
Gene_9,0.002293300003017182
Gene_43,0.0018689249360934381
Gene_5,0.0013912626553515117
Gene_24,0.0012966474764515967
Gene_15,0.001259665941290877
Gene_29,0.0008261900465671981
Gene_34,0.0005647507330348526
Gene_16,0.0004360762202131833
Gene_25,0.0004195585805835608
Gene_4,0.00030961380594937866
Gene_20,0.00029691364924051226
Gene_8,0.00029627795417420423
Gene_28,0.0002616163232590503
Gene_42,0.00022895688963924313
Gene_23,0.00015196962785765525
Gene_21,0.00014976980506628502
Gene_7,9.54080819588522e-05
Gene_30,8.282185416915019e-05
Gene_46,5.278507957266873e-05
Gene_45,1.1328184419886545e-05
Gene_40,7.782389583079244e-06
Gene_27,6.60959282992624e-08
Gene_11,-0.00012366032980731865
Gene_17,-0.00014393145186305557
Gene_39,-0.0001591137426597846
Gene_18,-0.00019760353615006572
Gene_22,-0.0002957523914638312
Gene_1,-0.0003844032515572947
Gene_44,-0.00041210491649708867
Gene_48,-0.0004180046341994881
Gene_6,-0.0005740212633394766
Gene_49,-0.0005744165736920478
Gene_10,-0.0005763644276126374
Gene_37,-0.0011450784557306146
Gene_36,-0.0012291388355029596
Gene_12,-0.0014171383562275206
Gene_47,-0.0014752600906395475
Gene_33,-0.001486715700125635
Gene_19,-0.001527681145509116
Gene_31,-0.0015647260300428
Gene_13,-0.0020294793412145608
Gene_50,-0.0023656661585848655
Gene_14,-0.0029356047306220543
Gene_32,-0.0030363817106295833
Gene_41,-0.0030859772067090537
Gene_35,-0.004420378575772379
Gene_26,-0.00659813005185202
