,row_a1573_data
Gene_9,0.0064183019596479665
Gene_3,0.00519504626077723
Gene_36,0.004694778665207644
Gene_42,0.0028751769755609178
Gene_4,0.0028067121595134123
Gene_16,0.002155491696248418
Gene_50,0.0012701310757692996
Gene_1,0.001108700939113771
Gene_18,0.0010171622090465213
Gene_41,0.0008580669674428149
Gene_25,0.000801998923650211
Gene_8,0.0006747603181295769
Gene_27,0.0006654395972330845
Gene_39,0.0004942961576058528
Gene_21,0.00019543651057599772
Gene_23,0.00014005970883520938
Gene_37,0.00013893170251174465
Gene_24,0.0001346111325707935
Gene_43,5.361867576615816e-05
Gene_47,3.4790188941737294e-05
Gene_19,3.471095831085371e-06
Gene_30,3.074071372016117e-06
Gene_46,-1.9863270510625357e-05
Gene_12,-2.7236522087935853e-05
Gene_6,-7.660241110913442e-05
Gene_29,-0.00021401936170900191
Gene_22,-0.00023056545191229303
Gene_7,-0.00023754797178886082
Gene_45,-0.00032511358208704277
Gene_32,-0.0005965390282580544
Gene_2,-0.0006368312624457349
Gene_44,-0.0007677776957591169
Gene_13,-0.0009067155241780996
Gene_15,-0.0009421041587739389
Gene_48,-0.0011284052235377997
Gene_5,-0.001133047125897776
Gene_14,-0.0012893068207725056
Gene_35,-0.0014629445793560049
Gene_31,-0.0015053246803123574
Gene_34,-0.0016721394988649016
Gene_40,-0.00183567307699353
Gene_26,-0.0021467736514758666
Gene_20,-0.002211333334996308
Gene_38,-0.0026058358380776246
Gene_17,-0.0026712072394033696
Gene_49,-0.0027100897451368166
Gene_11,-0.003221716455549676
Gene_33,-0.003603549119150444
Gene_28,-0.00444351825142257
Gene_10,-0.005084326412481327
