,row_a2440_data
Gene_2,0.0075206146373231475
Gene_31,0.005310702442908257
Gene_44,0.004287360882066767
Gene_13,0.0027599333196122273
Gene_42,0.00190866055494147
Gene_37,0.0017921292524304506
Gene_19,0.0013155597927926822
Gene_25,0.0010430736918648769
Gene_41,0.0009163069379808011
Gene_29,0.00039270170791600063
Gene_36,0.0003892300955705844
Gene_38,0.00036541761760781584
Gene_35,0.00023453426321637036
Gene_40,0.00016809767669381586
Gene_11,0.00015539627286874466
Gene_28,0.00014488980277987213
Gene_26,0.00010457612770218097
Gene_48,9.445403595855482e-05
Gene_3,6.22033866562574e-05
Gene_45,1.6784211964112922e-06
Gene_9,1.0215425417075261e-06
Gene_46,-3.6902836987213485e-07
Gene_6,-1.4240027056464544e-05
Gene_5,-2.2331913993378703e-05
Gene_33,-2.886786083973773e-05
Gene_8,-8.795549400991243e-05
Gene_18,-0.00016305512085277793
Gene_22,-0.0001817892900799528
Gene_4,-0.00020527859210865023
Gene_16,-0.0002299777715108601
Gene_7,-0.00029130703311463883
Gene_49,-0.0003018453268747133
Gene_34,-0.0004818317112745556
Gene_21,-0.0006503305415491469
Gene_39,-0.0006631854450640244
Gene_50,-0.0008011577173524641
Gene_14,-0.0009215851114835762
Gene_10,-0.000936630880130406
Gene_30,-0.0009942373757551685
Gene_1,-0.0012758939108929103
Gene_12,-0.0016683825118175484
Gene_32,-0.001753310265525154
Gene_27,-0.0018324551240084686
Gene_20,-0.002278476546068687
Gene_15,-0.002799758062339883
Gene_23,-0.0028506109847660655
Gene_24,-0.0033208716319687573
Gene_43,-0.003543535032435466
Gene_47,-0.004238372061234622
Gene_17,-0.007053095620097578
