,row_a1826_data
Gene_45,0.010238247331580632
Gene_44,0.00864950339146848
Gene_19,0.005267623300118436
Gene_47,0.0037612232570363316
Gene_48,0.0035404661153884825
Gene_29,0.003180991477160418
Gene_4,0.002707225000909805
Gene_41,0.002459567119142923
Gene_36,0.0011144961304032685
Gene_38,0.0010825918735669288
Gene_24,0.0007901432583255932
Gene_31,0.0005480298923495846
Gene_33,0.0005398533161963585
Gene_2,0.00041488589726192213
Gene_43,0.0003449414629148402
Gene_9,0.0003099281838880234
Gene_30,0.00013859405000802042
Gene_10,6.838129887474977e-05
Gene_23,2.6400364087298062e-05
Gene_40,1.0197865684643853e-05
Gene_46,-4.260071236518784e-05
Gene_20,-6.03860264263643e-05
Gene_34,-8.27584197821197e-05
Gene_6,-0.00027827803684792236
Gene_35,-0.00039837688163218586
Gene_27,-0.00041257816433729706
Gene_18,-0.0005336346572323504
Gene_12,-0.0006105116452528687
Gene_21,-0.0007089579776845363
Gene_49,-0.0007242967573768784
Gene_37,-0.0008581104833229941
Gene_8,-0.0009244669465698638
Gene_13,-0.001125514112093431
Gene_15,-0.0015062110157187665
Gene_1,-0.0020974488508822002
Gene_16,-0.0021304947333781214
Gene_50,-0.00242127797377386
Gene_26,-0.002514970679541385
Gene_14,-0.0026182903150006576
Gene_28,-0.0026979393917812987
Gene_7,-0.0027304655512643858
Gene_5,-0.002962582568166209
Gene_42,-0.003184878256210286
Gene_39,-0.0032169693197353745
Gene_32,-0.00342620936517813
Gene_3,-0.003505660522359682
Gene_22,-0.0037260425455650755
Gene_25,-0.004110484418433408
Gene_11,-0.004443025013394169
Gene_17,-0.004457481077782408
