,row_a2764_data
Gene_34,0.005828521441289276
Gene_3,0.0036150772032151326
Gene_36,0.003431608360329203
Gene_45,0.002443234008352597
Gene_28,0.0022332520867296944
Gene_23,0.00197701934762751
Gene_9,0.001460481450999673
Gene_6,0.00143645495277305
Gene_49,0.0014181945128709803
Gene_32,0.0009046474057492772
Gene_12,0.0008879459518082826
Gene_26,0.0005029782011829712
Gene_42,0.00018047736714527193
Gene_18,0.00016784601328724297
Gene_15,0.00015289470283813317
Gene_16,0.00014494247608427932
Gene_39,0.00013962467757188866
Gene_43,0.00010450973724310795
Gene_14,8.639692860278194e-07
Gene_50,5.862064165741248e-07
Gene_44,4.1509222708435635e-07
Gene_21,-2.8547268314389556e-05
Gene_24,-5.1014594016317413e-05
Gene_2,-7.690908083840358e-05
Gene_13,-9.851293140279932e-05
Gene_47,-0.00014399964559530304
Gene_46,-0.00016514256339928562
Gene_30,-0.00017185851767521345
Gene_29,-0.00019989677702286746
Gene_7,-0.0002055298628549525
Gene_40,-0.00025281633921490606
Gene_41,-0.00035092832461157603
Gene_11,-0.00039812298099783797
Gene_37,-0.00044536279228783813
Gene_4,-0.0004942720360372748
Gene_22,-0.0004969318721735187
Gene_35,-0.0005242924699466042
Gene_5,-0.0006120037275954928
Gene_31,-0.0009977333867067636
Gene_20,-0.0013678858737968067
Gene_33,-0.0016013774596031326
Gene_8,-0.0016678758373429746
Gene_19,-0.0022191856261279614
Gene_27,-0.0028811064643329476
Gene_1,-0.0029699548083421306
Gene_17,-0.0029798050217302694
Gene_10,-0.0034761941754448203
Gene_38,-0.003710266925334595
Gene_25,-0.0038900655453555015
Gene_48,-0.004623835333224842
