,row_a2387_data
Gene_24,0.006167310833127122
Gene_5,0.0035025419634307784
Gene_21,0.003283618393672247
Gene_45,0.0028331208436850113
Gene_25,0.0025481100621656738
Gene_16,0.002175867077620854
Gene_35,0.002148700186613093
Gene_2,0.0019327063945547467
Gene_26,0.0015176809749725935
Gene_15,0.001503591024020287
Gene_4,0.001349442274791896
Gene_12,0.0010656168236688546
Gene_11,0.0005242883295899213
Gene_46,0.0003681418338787792
Gene_30,9.643750735902198e-05
Gene_41,8.954850269562412e-05
Gene_36,5.167222947366154e-05
Gene_13,6.99973156273291e-06
Gene_1,-9.912008127710591e-09
Gene_9,-1.4083641290061602e-05
Gene_28,-2.051875047960627e-05
Gene_42,-3.236892835724878e-05
Gene_37,-3.431108330379602e-05
Gene_33,-9.426925657172406e-05
Gene_7,-9.620409939047753e-05
Gene_38,-0.00010649984351604534
Gene_34,-0.0001152751081677074
Gene_47,-0.00020822692514678746
Gene_48,-0.0002085085700727961
Gene_27,-0.0003734805021307348
Gene_43,-0.0003927713153799822
Gene_19,-0.00049188674860362
Gene_20,-0.0005922867703057957
Gene_17,-0.0007081102417329246
Gene_39,-0.0007235893122561148
Gene_10,-0.0007887781622243932
Gene_3,-0.0009772026658167415
Gene_6,-0.0010602012710755186
Gene_32,-0.001520437436366089
Gene_18,-0.001901686982865183
Gene_44,-0.002057537610932291
Gene_31,-0.0023394916718486986
Gene_50,-0.0024544751205939934
Gene_23,-0.0029527272407577397
Gene_29,-0.0031292040816941857
Gene_49,-0.003246264815679268
Gene_8,-0.0032802164377157233
Gene_22,-0.0035466956189708376
Gene_40,-0.0036039269184435616
Gene_14,-0.0037193425990076426
