,row_a165_data
Gene_4,0.015699720059861588
Gene_49,0.003767149357425347
Gene_22,0.0035933881333689577
Gene_7,0.002453460637240748
Gene_12,0.0023108679343960678
Gene_11,0.0019485466249489474
Gene_36,0.0019131208187685312
Gene_5,0.0016074556508527708
Gene_6,0.0013130600848979788
Gene_43,0.0012255990496319756
Gene_16,0.000987615644706035
Gene_24,0.0009250813026663723
Gene_8,0.0008304289131327741
Gene_23,0.0005633439969345007
Gene_32,0.0004323513179999147
Gene_27,0.00035462874253481625
Gene_29,9.265887971065786e-05
Gene_44,3.1143601008342564e-05
Gene_10,9.156309428614342e-07
Gene_9,-6.322644577988869e-06
Gene_41,-1.2608759931158255e-05
Gene_28,-2.65572851380491e-05
Gene_31,-6.673697388010446e-05
Gene_15,-7.729086517516137e-05
Gene_38,-0.0001150119830757388
Gene_50,-0.00011954981452779161
Gene_42,-0.00013250810791694398
Gene_14,-0.00029359624610972085
Gene_26,-0.00041256526353867975
Gene_46,-0.00042509674893649466
Gene_2,-0.0005402347829916694
Gene_21,-0.0006246374099588671
Gene_47,-0.0007311956596517868
Gene_20,-0.000966624427546703
Gene_17,-0.0016224262237318219
Gene_40,-0.0019347260869588623
Gene_18,-0.0020504996857419106
Gene_13,-0.0022095641535387197
Gene_33,-0.0024158991774238326
Gene_25,-0.002419462017758908
Gene_45,-0.0024206716032454637
Gene_35,-0.002454871636929937
Gene_37,-0.002855330378199444
Gene_1,-0.0031626761177640903
Gene_30,-0.0033119624698819635
Gene_19,-0.0035819728272781176
Gene_3,-0.00408715689095584
Gene_34,-0.004996379666399859
Gene_39,-0.005162298325556987
Gene_48,-0.006529455702655918
