,row_a2326_data
Gene_5,0.013127789772605997
Gene_31,0.009727362432294474
Gene_7,0.006351488767219495
Gene_40,0.0029490747723682903
Gene_12,0.0017856737832583252
Gene_20,0.0012507686438615155
Gene_17,0.0011765181565391199
Gene_35,0.0010362672872146778
Gene_4,0.0005603132163829252
Gene_45,0.00043914075681758796
Gene_24,0.0003943905128805255
Gene_8,0.00020558503051285016
Gene_39,0.00019495478390493988
Gene_25,5.177045910953525e-05
Gene_27,4.951274683538296e-05
Gene_21,4.314050800262683e-05
Gene_28,2.9790462550717046e-05
Gene_23,1.66788585200361e-05
Gene_50,9.950819476078627e-06
Gene_36,2.121625643123655e-06
Gene_46,1.5305952576390722e-06
Gene_13,-2.0801358428381925e-07
Gene_19,-2.333854191697779e-05
Gene_37,-7.233925076560754e-05
Gene_44,-0.00013689996551878255
Gene_26,-0.00014100944663673247
Gene_16,-0.00014399915857059016
Gene_6,-0.00037377262566478265
Gene_30,-0.00038501341731356914
Gene_9,-0.00040353755940379394
Gene_47,-0.0005024040483640585
Gene_29,-0.0005428390389220442
Gene_11,-0.0005614270823011934
Gene_14,-0.0005644799269582884
Gene_38,-0.0007699523462281221
Gene_42,-0.0009544601167833506
Gene_1,-0.0011691935394917891
Gene_34,-0.0014983333268455503
Gene_48,-0.0017041490114019066
Gene_2,-0.0017529583274858563
Gene_32,-0.0018352074747334818
Gene_10,-0.002242991476811053
Gene_41,-0.002355694065403261
Gene_49,-0.0026272865442742792
Gene_18,-0.002698825580777006
Gene_33,-0.002732326750444849
Gene_22,-0.002869625893373163
Gene_15,-0.00289200382441602
Gene_3,-0.004947366939324202
Gene_43,-0.006936175167205296
