,row_a817_data
Gene_45,0.007720200785707914
Gene_16,0.0063124209904783825
Gene_32,0.005990443737593177
Gene_35,0.005000084358646155
Gene_40,0.004421070297443102
Gene_4,0.0042273568268776955
Gene_37,0.003180305439493612
Gene_11,0.001768865954294081
Gene_34,0.0011663734986880683
Gene_24,0.0009028232079717718
Gene_3,0.0006967194040382331
Gene_1,0.0005874810913983285
Gene_14,0.00017288027688999903
Gene_10,0.00016395839851100747
Gene_9,4.5609227674369866e-05
Gene_38,3.836089535903407e-05
Gene_18,3.5309310242602845e-05
Gene_49,1.8315468988413836e-05
Gene_23,-4.841628323477818e-09
Gene_15,-1.5414116728253364e-06
Gene_46,-3.2873180194811216e-06
Gene_6,-1.8146465154894012e-05
Gene_25,-2.50315426571974e-05
Gene_7,-6.139846128374834e-05
Gene_30,-6.18065884047588e-05
Gene_8,-6.288865249949951e-05
Gene_43,-7.802965990384258e-05
Gene_19,-0.00039040882223857765
Gene_2,-0.0004045364466899624
Gene_44,-0.00041375508871573444
Gene_20,-0.0004835078640180301
Gene_31,-0.0005787834698102413
Gene_26,-0.0006895055706152373
Gene_5,-0.0007787226775911459
Gene_48,-0.0011470647592790764
Gene_36,-0.0012982489089435477
Gene_47,-0.0013072173547800507
Gene_29,-0.0015376853236945217
Gene_33,-0.0017116652947130892
Gene_28,-0.0022668608141047644
Gene_21,-0.002606094338351761
Gene_39,-0.0033482698183109724
Gene_12,-0.00335511939991852
Gene_42,-0.004767654019059868
Gene_22,-0.005016224657336754
Gene_27,-0.005292572768493298
Gene_13,-0.005788840047930363
Gene_50,-0.006262913293134458
Gene_17,-0.008014463611526499
Gene_41,-0.00888472655768457
