,row_a927_data
Gene_50,0.006467538050897731
Gene_16,0.00609034781322516
Gene_28,0.004701839241956239
Gene_20,0.004225559019892957
Gene_30,0.0038804293300627153
Gene_27,0.0031553519564272063
Gene_29,0.0030372651819060353
Gene_15,0.0018028706697803413
Gene_14,0.0012736190224487652
Gene_48,0.0011049050362293483
Gene_40,0.0008840477429958803
Gene_19,0.0007473128704548774
Gene_46,0.0005136715762890445
Gene_1,0.0003097458271385952
Gene_32,0.00022660892591646014
Gene_47,0.00013714723716489147
Gene_7,7.660625190861496e-05
Gene_24,2.680761178823997e-05
Gene_10,2.205922822702273e-05
Gene_22,1.9379746491090112e-05
Gene_34,6.76544956741332e-08
Gene_42,-4.0537143610590645e-05
Gene_9,-4.9104901561860767e-05
Gene_2,-7.049067112074555e-05
Gene_31,-0.00021696801718463794
Gene_41,-0.00022906358827310736
Gene_39,-0.00024350432010208163
Gene_11,-0.0003383636484334692
Gene_35,-0.000357623938706078
Gene_21,-0.00048769690608853463
Gene_23,-0.0005090085863323347
Gene_6,-0.0005921807958360155
Gene_17,-0.0005931202440606813
Gene_38,-0.0006203206523163144
Gene_49,-0.0009178818090535244
Gene_18,-0.0013720288458585043
Gene_36,-0.0014544616308081208
Gene_26,-0.0019670317502477586
Gene_8,-0.0019804099023636606
Gene_25,-0.002293748418205167
Gene_4,-0.002788302941727983
Gene_44,-0.0028632565366147294
Gene_45,-0.0032313782693353596
Gene_3,-0.004389661418428191
Gene_12,-0.004476683675623783
Gene_5,-0.00455145925943419
Gene_37,-0.004557093053305381
Gene_43,-0.005035697333159202
Gene_13,-0.006014059652921728
Gene_33,-0.006817421690279905
