,row_a558_data
Gene_27,0.011152027199808463
Gene_39,0.0076208305635929036
Gene_23,0.004537539289836761
Gene_14,0.0034393926031188096
Gene_11,0.0021622717923314785
Gene_42,0.0016242168032000069
Gene_38,0.0015317498397519995
Gene_6,0.001289730767962175
Gene_13,0.000948750784284511
Gene_44,0.0006563505858556127
Gene_2,0.00046068734540483667
Gene_9,0.0004578895448646798
Gene_47,0.0002356430639497834
Gene_19,0.00012899752846057505
Gene_33,6.132726162488876e-05
Gene_3,4.6550658101149225e-05
Gene_28,3.986310367322843e-05
Gene_30,3.6616237048010835e-05
Gene_50,2.677613768133091e-05
Gene_36,1.138895951866898e-05
Gene_41,7.910427169664574e-06
Gene_22,5.037080676309708e-06
Gene_49,1.4955273276852599e-07
Gene_10,-1.6284869749270037e-05
Gene_43,-6.769371828471368e-05
Gene_25,-7.321867545914272e-05
Gene_12,-8.643981283002508e-05
Gene_8,-0.00016406059292102472
Gene_1,-0.0002608573769275072
Gene_20,-0.0002938157843361592
Gene_17,-0.00036763205486414416
Gene_29,-0.0005442637910132598
Gene_7,-0.000556663497778579
Gene_35,-0.0007163025970519528
Gene_34,-0.0007450749035896511
Gene_48,-0.0007512114831307658
Gene_32,-0.0008496035860193103
Gene_31,-0.0014048880521838835
Gene_4,-0.0015599761317171166
Gene_40,-0.0015639774080228376
Gene_18,-0.0019317479735106607
Gene_5,-0.0027813191838743116
Gene_24,-0.0032470473691980557
Gene_37,-0.003691934856842163
Gene_45,-0.00453728898248844
Gene_16,-0.004740352574272433
Gene_26,-0.004963359317051871
Gene_21,-0.005244716465138305
Gene_46,-0.006112028558475572
Gene_15,-0.0067939528634365365
