,row_a2717_data
Gene_20,0.004327772127603155
Gene_50,0.004235750981060521
Gene_8,0.002747715917662894
Gene_13,0.002402563720363517
Gene_17,0.0018417857130419001
Gene_30,0.0017043594679136053
Gene_34,0.0015323826481819392
Gene_37,0.0009401637480015239
Gene_19,0.000937118439414008
Gene_11,0.000876385522185383
Gene_43,0.0007349158731318195
Gene_2,0.0006885490120454836
Gene_16,0.0006219004008727069
Gene_9,0.0005539555463273992
Gene_25,0.00027469099746858317
Gene_18,0.00024125091499704984
Gene_15,0.00018567818675905927
Gene_33,0.00011724630382087004
Gene_36,0.00011528954122754214
Gene_47,8.521865033331321e-05
Gene_10,1.4156433035283173e-05
Gene_22,9.641970249551666e-06
Gene_27,1.9709874269344986e-06
Gene_35,8.321140162678573e-07
Gene_5,-6.19833772850598e-05
Gene_7,-9.426469004736467e-05
Gene_39,-0.0001446462414992093
Gene_23,-0.00018622876944855726
Gene_46,-0.00018880947643268873
Gene_21,-0.00028335629367284105
Gene_32,-0.0003435214893433758
Gene_12,-0.0004219824218129435
Gene_48,-0.000641738949968728
Gene_1,-0.0006431165440796706
Gene_38,-0.0006517168777067108
Gene_4,-0.000679728449307956
Gene_44,-0.0009116020943054173
Gene_6,-0.0012355569885086162
Gene_26,-0.0014577953111869872
Gene_29,-0.0016318347940043115
Gene_14,-0.0016371847489803967
Gene_3,-0.0017532846365084101
Gene_28,-0.0020305697757307412
Gene_41,-0.0022909774356996656
Gene_24,-0.002835867735604851
Gene_31,-0.0032453579745020697
Gene_49,-0.0032481052361658202
Gene_42,-0.003348934841717374
Gene_45,-0.005279899592847375
Gene_40,-0.00550097969491789
