,row_a1835_data
Gene_20,0.009957989189939422
Gene_7,0.003809736151076047
Gene_30,0.0026324068240865276
Gene_33,0.002139749498128044
Gene_19,0.0015699920751215783
Gene_35,0.0010801049464818826
Gene_21,0.0010373064761697815
Gene_40,0.0009660180444276572
Gene_12,0.0007791633383781582
Gene_14,0.0007241772488467591
Gene_48,0.0006682796663339948
Gene_34,0.0006279999083627589
Gene_4,0.0005613990546628838
Gene_27,0.0004596817658392878
Gene_42,0.00018849878136406096
Gene_17,0.00013404700671451955
Gene_43,8.186959619162454e-05
Gene_49,4.122494930813522e-05
Gene_38,2.2087828197517897e-05
Gene_47,7.4037060424365485e-06
Gene_10,6.103572290908204e-08
Gene_5,-2.7664577124396393e-06
Gene_32,-3.85834951451816e-06
Gene_23,-1.9755147578311106e-05
Gene_41,-2.1958824321901193e-05
Gene_29,-2.400062512135934e-05
Gene_22,-0.0001395990941086096
Gene_39,-0.00018859274675471732
Gene_26,-0.0002102099588029633
Gene_37,-0.0002966444408572034
Gene_18,-0.00034446352821883167
Gene_36,-0.0003514768035611717
Gene_16,-0.00039669761909055367
Gene_2,-0.0005037146553628345
Gene_15,-0.0005638043239981098
Gene_1,-0.0005944899730425937
Gene_9,-0.0008792018765945626
Gene_45,-0.0010942441741524657
Gene_25,-0.001254551012893808
Gene_24,-0.0012620002348038267
Gene_13,-0.0013346494451695018
Gene_3,-0.0013711250033214975
Gene_44,-0.0014094528755577867
Gene_31,-0.001722425719447402
Gene_6,-0.001741727686802053
Gene_11,-0.002315746798540473
Gene_46,-0.0035952554729580402
Gene_8,-0.004962485598737326
Gene_28,-0.00650594736062654
Gene_50,-0.006738169411093217
