,row_a1354_data
Gene_2,0.004919767129351346
Gene_15,0.003967061520999466
Gene_7,0.00269967494863391
Gene_27,0.0020788456607916585
Gene_6,0.001827928974457168
Gene_35,0.001622988594295379
Gene_14,0.0011974381641419365
Gene_17,0.0008590896817662827
Gene_31,0.00046414318713751835
Gene_10,0.0003411068302858686
Gene_43,0.00029048291120623536
Gene_30,0.00025013641756237116
Gene_40,0.00023371710646732046
Gene_33,0.00019736196021005953
Gene_24,0.00018025583224655665
Gene_39,0.00016994306079696608
Gene_49,0.00015467505248273534
Gene_3,0.00011228210554069078
Gene_1,0.00010539622244007678
Gene_45,0.00010492031527989994
Gene_23,9.026747799141988e-05
Gene_12,6.469664127916838e-05
Gene_44,4.413042168388112e-08
Gene_11,4.419453768578701e-09
Gene_25,-1.2996920528939406e-05
Gene_38,-1.470634329222149e-05
Gene_46,-7.541296169041411e-05
Gene_37,-7.876456370117129e-05
Gene_42,-0.00012043999864841544
Gene_47,-0.0001257764950580054
Gene_36,-0.00019427897338845554
Gene_18,-0.00023093748020536404
Gene_32,-0.0002638433111776476
Gene_48,-0.00038041971855035757
Gene_20,-0.00043714311250846703
Gene_29,-0.0005566323468286978
Gene_8,-0.0007677938627187898
Gene_19,-0.0010007322512150967
Gene_22,-0.0010671257265644648
Gene_13,-0.001281495438466341
Gene_5,-0.001385389875433248
Gene_41,-0.0014055873115084053
Gene_34,-0.0015003006616073245
Gene_21,-0.001993110509730943
Gene_50,-0.0027255152633170127
Gene_26,-0.0034738331426977997
Gene_16,-0.0034748192273725137
Gene_4,-0.003477913903144656
Gene_28,-0.0037013998650245886
Gene_9,-0.004023958497587778
