,row_a1474_data
Gene_4,0.013233641981963461
Gene_3,0.007172178484538884
Gene_47,0.006635878413781741
Gene_28,0.002605588993119588
Gene_11,0.0024882365915642963
Gene_21,0.0022572920954166027
Gene_31,0.0013391342551910814
Gene_8,0.00116335863638173
Gene_19,0.0010567793543801336
Gene_49,0.0008649359678654504
Gene_34,0.0007416530374671879
Gene_12,0.000553692346933035
Gene_46,0.0003599353438383233
Gene_16,0.0002442455402522712
Gene_5,0.00024141586005657222
Gene_42,0.00013535237134179113
Gene_23,8.484144077301335e-05
Gene_32,7.097277176941214e-05
Gene_37,6.19116182092402e-05
Gene_43,4.488901000121882e-05
Gene_13,1.5867331374454273e-05
Gene_45,-1.967915523060429e-06
Gene_22,-3.363963212567393e-06
Gene_7,-8.328265349752807e-05
Gene_36,-0.00015944693183722733
Gene_33,-0.00023513439952889035
Gene_50,-0.0003088146613658589
Gene_44,-0.00034172299675021864
Gene_41,-0.0003878463999175516
Gene_26,-0.0004247919658597211
Gene_14,-0.00042850087111331826
Gene_30,-0.0008380505181962944
Gene_24,-0.0011481510054471306
Gene_18,-0.0012224701503256367
Gene_9,-0.0012231858194660205
Gene_2,-0.0012429907865697128
Gene_1,-0.0017874909619815709
Gene_38,-0.0020763807252916727
Gene_48,-0.0021875157174382535
Gene_25,-0.0023248175054607794
Gene_17,-0.002669944523770045
Gene_27,-0.0029617511691043172
Gene_39,-0.0034768391055019264
Gene_6,-0.0035336595701336722
Gene_29,-0.003559459110905249
Gene_10,-0.003939287530169859
Gene_40,-0.003973534056621529
Gene_15,-0.0045430422395605725
Gene_35,-0.0047492749012439175
Gene_20,-0.008870450369490385
