,row_a1946_data
Gene_16,0.005284224315322815
Gene_6,0.005013248444081712
Gene_44,0.004760386619102478
Gene_31,0.004598319523932264
Gene_21,0.004255133602927076
Gene_47,0.0031493081133203904
Gene_50,0.0025984280422440666
Gene_27,0.0017487095000027677
Gene_9,0.001451992973229452
Gene_46,0.001190395287723859
Gene_40,0.0010687983089334731
Gene_5,0.0007081856258227023
Gene_8,0.0006327496587120334
Gene_42,0.00041605530476977607
Gene_45,9.978275725853808e-05
Gene_24,9.619369735139544e-05
Gene_17,2.7483116056667065e-06
Gene_49,-2.344351259017576e-06
Gene_15,-4.1973078693958304e-06
Gene_3,-1.646486718915219e-05
Gene_37,-2.4821894536669956e-05
Gene_48,-4.900986892234448e-05
Gene_23,-8.669460526738678e-05
Gene_4,-0.00014500505889577272
Gene_2,-0.00016189018108146084
Gene_20,-0.00021200014065899764
Gene_41,-0.0003288934166077262
Gene_35,-0.00035680829677689594
Gene_11,-0.0005581982958639503
Gene_36,-0.0005934556312847863
Gene_1,-0.0006089577092252157
Gene_32,-0.000635815227627201
Gene_19,-0.0006404959383057521
Gene_14,-0.0007513013953731698
Gene_29,-0.0008948756040675129
Gene_26,-0.0009512796056968488
Gene_39,-0.0011025324016685789
Gene_10,-0.0011796006678624405
Gene_30,-0.001546684737705385
Gene_13,-0.001792503019887771
Gene_34,-0.002078245109963697
Gene_28,-0.002246233609338142
Gene_7,-0.0024346175754960484
Gene_22,-0.0027919593486855215
Gene_38,-0.002848083959267875
Gene_43,-0.0030036600071447505
Gene_25,-0.0030495841016930933
Gene_18,-0.0033881342115714384
Gene_33,-0.005408629020524431
Gene_12,-0.007795563652258345
