,row_a1130_data
Gene_37,0.0074451365695093145
Gene_29,0.00692643129772391
Gene_35,0.004357997367554769
Gene_2,0.0033353289240548555
Gene_16,0.0022222752618231683
Gene_33,0.0017072180688020976
Gene_20,0.0013262387522583125
Gene_23,0.0010719002676107614
Gene_27,0.0005676258691566039
Gene_19,0.0005466288382681849
Gene_12,0.0005287618799174913
Gene_1,0.0004828955541908912
Gene_24,0.000230339816899556
Gene_14,0.00018686613025354617
Gene_8,0.0001439556959812495
Gene_18,0.0001316063496652328
Gene_10,6.181776443464724e-05
Gene_22,4.6759036098154363e-08
Gene_45,-1.3146741280938771e-08
Gene_26,-1.6950695109737082e-06
Gene_21,-2.406597410228807e-06
Gene_49,-1.8849619684291547e-05
Gene_40,-2.898169167217079e-05
Gene_6,-4.394999624299006e-05
Gene_9,-6.231068743167006e-05
Gene_30,-8.032241158304658e-05
Gene_41,-9.246597818120825e-05
Gene_47,-0.00016437819035924005
Gene_4,-0.00019651020616058036
Gene_32,-0.00019930914193127917
Gene_13,-0.0003496130392465805
Gene_36,-0.0004301732977150222
Gene_39,-0.00044131655841050336
Gene_34,-0.00044147068000010593
Gene_42,-0.0005221333559934111
Gene_46,-0.0006798916516045461
Gene_44,-0.0007217959298983878
Gene_15,-0.0008582276593152383
Gene_7,-0.001067998202052826
Gene_5,-0.001151785338372525
Gene_25,-0.0016886768631299686
Gene_3,-0.001972723394346136
Gene_31,-0.0019781828343858653
Gene_38,-0.0024704796493421736
Gene_48,-0.0030206530885571164
Gene_50,-0.0031561339783286145
Gene_43,-0.0032448206914169097
Gene_28,-0.003974873724743354
Gene_17,-0.005060228087751654
Gene_11,-0.00613258601146019
