,row_1826_data
colony,0.0016274306713111128
discriminating,0.0014640404675778243
united,0.0012144990527635153
act,0.001211644085421553
last,0.001204429349915805
duty,0.0009442864322662693
commercial,0.0009032003484150339
netherlands,0.000879205538874928
session,0.0008441083952752821
term,0.0008009830746665919
year,0.0007913642609136901
intercourse,0.0007875286424164091
produce,0.0007536008457340887
port,0.000737381860280287
british,0.0007369108250658668
vessel,0.0006816513805156482
gradual,0.0006816315092540188
penitentiary,0.0006785246034742516
upward,0.0006525916337579808
redeemable,0.0006390501679112466
scarcely,0.0006355908454909646
present,0.0006137437819561985
navigation,0.0006124916734016911
mutual,0.000585892138070855
impost,0.0005770695910948061
interest,0.0005647492260485005
receipt,0.00056004852286619
tonnage,0.0005551644403187205
party,0.0005535977718827554
quarter,0.0005373142836094331
estimate,0.0005299664794432256
negotiation,0.0005143794609117525
britain,0.0004992815991765912
emperor,0.000497894101371915
yearly,0.0004926847447879408
communicated,0.0004857200428701597
convention,0.00048213342561108667
congress,0.00047255782773893704
successor,0.0004687004275556711
considered,0.0004652582873368613
board,0.0004647488595810287
parliament,0.0004640420903586408
state,0.0004632185831822781
rather,0.00046145357078306904
bounty,0.00045698086438103594
condition,0.0004410415801299262
glory,0.00043258638559459206
navy,0.0004295134332078851
left,0.00042862845342108075
close,0.0004208830500374913
january,0.00041664225054851954
colonial,0.00041595417208013254
decease,0.00041506570761590895
corresponding,0.00037923833722989066
engineer,0.00037858480683434966
reciprocity,0.000378138719266167
two,0.00037753873444056237
first,0.0003706408693132105
survey,0.000363270477079442
comfort,0.0003596748034713468
interchange,0.0003580800551548556
discharge,0.0003578395897876328
sum,0.0003548810860101722
however,0.0003481316188549704
friendly,0.00034690341811771853
succeeding,0.0003428096188885709
favor,0.00034099378903911204
mail,0.0003278240322401425
deprived,0.00032745870106834377
half,0.0003267398503014977
portion,0.0003253157761812376
regard,0.0003250519445235822
fortification,0.00032303600860258963
appropriation,0.000316203416489092
equivalent,0.0003145724720845424
debt,0.00031375788279784113
hitherto,0.00031342520182306975
age,0.00030733350486263745
period,0.000303674536790974
short,0.0002925960003947734
revenue,0.00028727205334757634
negotiate,0.00028633485348306326
constantly,0.0002812925815865214
unpropitious,0.00027974877715679076
loan,0.0002793300384411524
pledge,0.0002783179594508593
gloom,0.000278260380463534
sustained,0.0002757805400555875
several,0.0002720344648989771
colonizing,0.00026933419709768424
altogether,0.00026662085268913443
departed,0.0002654214972440128
compromise,0.0002652852737813216
found,0.00026499969022191654
sloop,0.0002638138699840689
alexander,0.0002632648652459819
youth,0.0002614740745434542
expedient,0.0002597128562791026
stand,-0.0002597788719977716
think,-0.0002615872241326136
especially,-0.0002617140391640409
cooperation,-0.0002657556110164094
enterprise,-0.0002668167924422327
man,-0.0002679021733278678
true,-0.00026880276713301727
percent,-0.0002700825678358612
per,-0.0002703914475422612
limit,-0.0002711260461259612
liberty,-0.00027339135590798884
worker,-0.00027397404575290756
goal,-0.00027827059001983725
obligation,-0.0002786360314643918
find,-0.0002813376135697524
island,-0.0002819530735208651
required,-0.0002851985004251599
essential,-0.0002861331351638332
enemy,-0.00028640382160671427
cut,-0.0002875258597032223
danger,-0.0002875472288908568
credit,-0.00029405258351037966
issue,-0.0002962583473151367
get,-0.00030033924097988486
step,-0.0003016871387391834
working,-0.000303114618578888
men,-0.0003040933662130732
dollar,-0.00030726665618059396
ought,-0.00030886599214475537
ask,-0.00030979165405558217
market,-0.0003118892622873753
ago,-0.0003151006507952522
way,-0.0003190232584505357
local,-0.00032018775765458213
person,-0.00032051385610979506
protect,-0.00032196242898510353
bill,-0.00032932673030541
existing,-0.00033370698729240275
growth,-0.0003399089654595986
put,-0.0003423828950592155
recommendation,-0.0003489429574776905
city,-0.0003499331167717025
message,-0.00035048595633423553
keep,-0.00035052877242792134
court,-0.000356931280865226
production,-0.0003614324176966813
special,-0.0003635099951135794
respect,-0.00036590040146231137
reform,-0.00036682968007066064
billion,-0.00037028091398556633
strength,-0.0003831579983059666
federal,-0.00038359421952760347
energy,-0.00038833992003160057
responsibility,-0.00038878923202709465
control,-0.0003958395013890268
greater,-0.00039834645946761277
due,-0.0003989838390396736
international,-0.00040180216687482373
pay,-0.0004023017422935721
thing,-0.00040381348250783424
private,-0.00041519206656594204
fact,-0.00042822820877834396
high,-0.00043544389935781753
matter,-0.00044408245029118606
today,-0.0004597157897720045
price,-0.00046257950521917576
money,-0.0004711386103881173
work,-0.0004713308230717476
budget,-0.00047502189639533123
rate,-0.00047625674778421025
law,-0.0004822962599190968
tonight,-0.00048278265369232977
want,-0.0004832131109698085
make,-0.0004837197575728216
cost,-0.00048679333002597114
problem,-0.0005078789980849252
constitution,-0.0005191975714822031
better,-0.0005335032155290547
case,-0.000544589411523187
right,-0.0005459260445857675
past,-0.0005472495438381224
together,-0.0005552162817949963
family,-0.0005591489080654708
new,-0.0005609817506913124
question,-0.0005902102146504164
take,-0.0006074345542572942
know,-0.0006197198828708693
job,-0.0006253873502413487
let,-0.000629469039588674
help,-0.0006562420386960604
economic,-0.0006589576450885866
action,-0.0007212593517654528
effort,-0.0007251667467053107
business,-0.0007255182357616974
give,-0.0007257259599489373
program,-0.0008118162833562361
free,-0.0008162036542704157
tax,-0.0008633608964333507
need,-0.0010290669756435147
world,-0.0012615885784194234
people,-0.0013340169298285348
american,-0.0017656820530340717
