,row_1945_data
war,0.004161672974378375
nurse,0.0022411058116368317
german,0.002051036724489696
japanese,0.0020082585483292507
army,0.0019503142859789327
enemy,0.0016231451746964328
victory,0.001532240845516853
force,0.0014880793258287646
air,0.001281384011823643
production,0.0012481008296301912
fighting,0.001244952578878795
men,0.001035714691040312
battle,0.0010031133798966074
europe,0.0009731310215616163
philippine,0.0009697350165467519
peace,0.000938955989440224
job,0.0009157636425195506
ally,0.000878301392623035
allied,0.0008425865673090707
nazi,0.0008053353100380704
liberation,0.0007762563058837893
manpower,0.0007666723512570235
france,0.000757649545935677
attack,0.0007256881590841309
offensive,0.0007054480476524324
peacetime,0.0007031007324239414
fought,0.0006896092789264243
sea,0.0006765908325962689
armed,0.0006747299289296201
germany,0.0006570207254160228
operation,0.0006525955824383434
french,0.0006428056762835695
need,0.0006284021597270913
international,0.0006016360710892256
shortage,0.0005949128504563106
japan,0.0005906205414351626
rumor,0.0005904136184636385
italy,0.0005675976104309139
liberated,0.0005465992478178197
forget,0.0005457278612465836
china,0.0005418095395407052
admiral,0.0005388525979538819
cooperation,0.0005257366432331923
invasion,0.0005007519521025655
together,0.0004987025933940103
essential,0.0004951704038208542
macarthur,0.00048417296621746877
requirement,0.00046425083820954977
tribute,0.00045688515648358415
front,0.0004464127107317194
fleet,0.0004367870435568322
final,0.00043128959448687835
transport,0.0004236807687580969
factor,0.0004167846963381973
blow,0.000416007621276597
landing,0.00041516901698220623
productive,0.00040914938013921506
winning,0.0004039258113066527
possible,0.00040220308168756867
supply,0.00039825342460076633
common,0.0003889891158734413
soldier,0.0003881037562244502
halsey,0.0003716114496001127
leyte,0.0003702621949909603
amphibious,0.00036486395572077503
surrender,0.00036410073519015215
tremendous,0.0003639043731637105
determination,0.0003579664991992514
democratic,0.00035443585528212876
replacement,0.00035405292576239013
son,0.0003445732539439362
effort,0.0003400479110405296
burma,0.0003380931310271311
weapon,0.0003346782344742475
difficult,0.00033093602503612795
island,0.00032551956619069825
despite,0.00032140691009168636
base,0.00031874536704563683
navy,0.00031512336162877223
pacific,0.0003124250462502543
provide,0.0003105778340811264
atlantic,0.00030898409098605457
continuing,0.00030769868774216283
task,0.00030698668116323723
civilian,0.0003029002368852555
tragic,0.0003017586293108578
politics,0.00030154026442962445
ammunition,0.0003003719170564094
disagreement,0.0002980746017827036
day,0.00029615221203441254
courage,0.0002948427491000415
shoulder,0.00029475762799690414
unit,0.00029466847288109815
theater,0.0002888053192247516
objective,0.0002887134764934993
tank,0.0002854830961972974
total,0.00028202440935370027
line,0.00028129061889972353
equipment,0.0002776775054400071
increased,0.00027427127936827773
succeed,0.00026931767903061953
heroic,0.0002675506892422686
heavy,0.00026619308813778555
ground,0.0002647839199728
greatest,0.0002629920224459641
contribution,0.0002629416988255078
require,0.00026199285388923895
achieving,0.0002618351015544684
especially,-0.0002617140391640409
intercourse,-0.0002675203692362666
man,-0.0002679021733278678
continued,-0.0002688162336596671
report,-0.00027006847813687096
per,-0.0002703914475422612
limit,-0.0002711260461259612
friendly,-0.0002713078423104426
liberty,-0.00027339135590798884
relation,-0.0002748961814654112
source,-0.00027546490434632884
soon,-0.0002774729958058166
domestic,-0.00028078361709857244
construction,-0.00028588464089641735
nearly,-0.0002867806333988738
united,-0.00028755187783355003
credit,-0.00029405258351037966
information,-0.00029429367312141396
spain,-0.0002946503058339993
port,-0.0002959074917928488
issue,-0.0002962583473151367
early,-0.00029771319293587486
negotiation,-0.00029858487574303285
agreement,-0.0002994268791189387
welfare,-0.00030071527249889894
article,-0.00030197518999583727
dollar,-0.00030726665618059396
ought,-0.00030886599214475537
ask,-0.00030979165405558217
circumstance,-0.00031052546694324397
fund,-0.00031754969854868274
person,-0.00032051385610979506
convention,-0.00032145438950635343
protect,-0.00032196242898510353
property,-0.0003243901108308486
commercial,-0.0003314436398029725
act,-0.00033607248554576844
subject,-0.0003383162937055935
mexico,-0.00033993820862458703
land,-0.00034131017966545585
affair,-0.0003420501546396244
found,-0.0003434474821626047
sum,-0.0003443581536025283
court,-0.000356931280865226
reform,-0.00036682968007066064
office,-0.00036768735834252726
america,-0.0003681319663372687
billion,-0.00037028091398556633
expense,-0.0003716989267983125
fiscal,-0.00038587790295883636
energy,-0.00038833992003160057
republic,-0.0003927502367750743
department,-0.00039393792780047807
bank,-0.00039547269919654117
improvement,-0.00039710199484534577
greater,-0.00039834645946761277
free,-0.000402763503065686
school,-0.00040309006856370245
party,-0.00041973909785963844
million,-0.00042015394414198046
country,-0.00043100771705959016
matter,-0.00044408245029118606
foreign,-0.00044432571838591426
taken,-0.0004516931491176142
protection,-0.00045217869066976814
spirit,-0.00045828198641379136
price,-0.00046257950521917576
next,-0.00046415509713216717
object,-0.0004650886511932149
appropriation,-0.00046658026861405436
budget,-0.00047502189639533123
vessel,-0.0004752276516438357
rate,-0.00047625674778421025
tonight,-0.00048278265369232977
claim,-0.0004916922783437571
indian,-0.0004949497495729807
cause,-0.0005001287089591407
constitution,-0.0005191975714822031
amount,-0.0005204484746260708
citizen,-0.0005357673730797118
public,-0.000549642218065982
view,-0.0005703245690193766
session,-0.0005810623917701523
revenue,-0.0005912300861534947
president,-0.0006159723904708367
treasury,-0.0006223011927139787
attention,-0.0006309701005914452
child,-0.0006312195625115548
law,-0.0007456450294432978
treaty,-0.0009201241231850748
government,-0.0010936246660614845
state,-0.001465195394677127
