,row_1982_data
program,0.005037356341479068
tax,0.0022165920227177113
federal,0.0019648429205991235
rate,0.0015572296569603549
billion,0.0014547295132029364
deficit,0.0014464304022731792
spending,0.0012901553739502255
together,0.001267288655377237
inflation,0.0012304010521145192
needy,0.0009850568652666034
growth,0.000896078654812355
recession,0.0008597960329164289
soviet,0.0008189680634605981
unemployment,0.0008097187661641795
social,0.0007928685401868375
local,0.0007819451029223444
america,0.0007819079485977916
help,0.0007175961359947798
heroism,0.0007095960463906651
grant,0.0006816236071832213
american,0.0006708978878207611
incentive,0.0006566561242458753
increased,0.0006545539944051612
saving,0.0006133111486485775
reduction,0.0006107094497951336
economic,0.0005926816161219793
spoke,0.0005920377561827385
address,0.0005738624873732117
percent,0.0005736369487885338
uncontrollable,0.0005481932912557578
cut,0.0005465150044564335
committee,0.000539956845803743
intend,0.0005373750673679718
control,0.0005301269491227042
grass,0.0005225946044292392
problem,0.0005198568654899417
entitlement,0.0005196223861608877
fund,0.0005027372872430396
bring,0.0004988332462424569
recovery,0.0004957574034920776
poland,0.0004941803897208839
pride,0.0004820966896160461
accountable,0.0004759201026956954
medicaid,0.0004731791086551931
quick,0.00046002989006243373
keep,0.0004584701439297242
starting,0.000458121780374955
said,0.0004560695075663077
bold,0.000455595204519044
administration,0.0004430482227134999
decade,0.00044068658465052583
taxpayer,0.00043946321254581804
root,0.00043898363322271135
budget,0.00043563847598696893
waste,0.00043133931637917566
begun,0.0004226122882223723
go,0.00041708260009967
hero,0.00041051931701517835
stimulate,0.0004074716249429283
history,0.00040426965626738333
lower,0.0004027974384993967
say,0.0004010078130074519
fix,0.00039228061314607943
chamber,0.00039024145621910345
major,0.00038711696420460544
heard,0.0003856550047031805
dollar,0.0003842989118111692
saw,0.00037775638286446065
solve,0.0003747671852328289
ago,0.0003745368310085973
pessimistic,0.0003744496470792592
imponderable,0.0003744496470792592
turned,0.0003658825852706978
winston,0.00036217715865534856
high,0.00036002807089396987
force,0.00035929942131127644
meal,0.00035829810227732154
pretend,0.0003581071638485645
turn,0.00035731777897483896
spiraling,0.0003569959884263393
sits,0.0003567223689417122
stroke,0.0003567170451805356
runaway,0.00035634977853369134
victim,0.0003521119344925919
financially,0.0003498568185217268
preserved,0.0003452928363626184
discredited,0.0003426614936975495
prediction,0.00033811724362532177
everyday,0.00033663008496494565
costing,0.0003357925140232245
describe,0.00033548640226286827
destiny,0.00033472422151188436
accuracy,0.00033274035554587723
fraud,0.0003319436252361722
ineffective,0.00033084220730319233
hidden,0.0003300667594233225
word,0.0003270030533714285
civic,0.0003265087120464598
broadcast,0.0003250622729353913
ahead,0.0003230136151825792
volunteer,0.0003213057938088736
churchill,0.0003210555385697853
caribbean,0.0003192959231694828
medicare,0.0003130171883111375
truly,0.000311754977142715
warned,0.0003100845220289463
cost,0.0003096184406459107
hundred,0.00030901154763647364
place,0.0003069945985737366
government,0.0003059494634903015
away,0.0003055401117085013
partnership,0.0003046676765488669
responsive,0.0003045178235807094
well,0.0003035690903480892
vital,0.0003034345024807248
declining,0.0003014142495421074
step,-0.0003016871387391834
purpose,-0.00030182843164057194
article,-0.00030197518999583727
measure,-0.00030579697063635547
ought,-0.00030886599214475537
britain,-0.0003091182491866079
able,-0.00030948940663296046
circumstance,-0.00031052546694324397
market,-0.0003118892622873753
necessity,-0.0003165873780451329
person,-0.00032051385610979506
convention,-0.00032145438950635343
property,-0.0003243901108308486
term,-0.0003248256730649682
advantage,-0.0003293241473946595
payment,-0.00033017789339714003
present,-0.00033105169596869393
always,-0.00033142169818254746
commercial,-0.0003314436398029725
form,-0.00033615982196699446
mexico,-0.00033993820862458703
institution,-0.0003404207002293055
minister,-0.00034046730752226336
affair,-0.0003420501546396244
found,-0.0003434474821626047
sum,-0.0003443581536025283
establishment,-0.0003487237552953816
recommendation,-0.0003489429574776905
character,-0.0003570268190924562
importance,-0.000359374396053178
navy,-0.00036200924017494297
british,-0.00036419784583932585
common,-0.0003674669589925403
regard,-0.00037117792213303127
received,-0.0003778666803707705
army,-0.0003799807823890952
become,-0.00039378086987320855
bank,-0.00039547269919654117
improvement,-0.00039710199484534577
greater,-0.00039834645946761277
due,-0.0003989838390396736
therefore,-0.0004134283287650651
party,-0.00041973909785963844
recommend,-0.00042263681924211875
value,-0.0004266813266733692
possible,-0.00042678320907431425
fact,-0.00042822820877834396
subject,-0.0004290727307346142
whether,-0.00044503502684332887
thus,-0.0004450963435903963
executive,-0.0004506474095313166
proper,-0.0004533684607940133
given,-0.0004620659196596075
object,-0.0004650886511932149
appropriation,-0.00046658026861405436
vessel,-0.0004752276516438357
claim,-0.0004916922783437571
labor,-0.0004941786675022969
indian,-0.0004949497495729807
secretary,-0.0004970495189508885
cause,-0.0005001287089591407
territory,-0.0005114901252375094
constitution,-0.0005191975714822031
meet,-0.0005243634022876032
whole,-0.0005260828088139796
officer,-0.0005311120605254035
case,-0.000544589411523187
principle,-0.0005519275079238602
session,-0.0005810623917701523
authority,-0.0006144842005826657
provision,-0.0006180533782713104
treasury,-0.0006223011927139787
attention,-0.0006309701005914452
commerce,-0.0006810655907178349
consideration,-0.0006951940654103063
give,-0.0007257259599489373
country,-0.0007762219254427494
general,-0.0008021919328332331
treaty,-0.0009201241231850748
may,-0.0009329350231307229
public,-0.0010802714763379173
great,-0.0012586918935100285
war,-0.001855390824664036
united,-0.0028554608194563346
