,row_1813_data
british,0.0044822863774825975
war,0.0043582708857160665
enemy,0.0041052416204738216
prisoner,0.002401572932969737
savage,0.00229418480592422
commander,0.001303689800080406
honorable,0.001244860258815719
arm,0.0011882979445516791
command,0.0011384510979177236
gained,0.0011337549436558673
confined,0.0011166628947772753
militia,0.0010911390120600555
success,0.0010646744014134366
britain,0.001035630750197658
consequence,0.000981329479787051
lake,0.0009633505442790481
confinement,0.0009336391742570338
officer,0.0009223027769119227
number,0.0009194739157863184
movement,0.0009178593932157846
detachment,0.0009000084819419935
erie,0.0008923828157858069
mediation,0.0008912894634437877
borne,0.0008454717655438299
talent,0.0008283933710586042
capture,0.0007664697561629812
whilst,0.0007240005174965322
favorable,0.0007221254173499781
cruiser,0.0007190522374264616
volunteer,0.0007046249684755386
campaign,0.0006939423152891532
expected,0.0006900946508393657
contest,0.0006849552856879556
quarter,0.0006741895957040028
close,0.0006673297231171097
province,0.0006663467727507115
battle,0.0006554099470239981
mitigated,0.0006479134247776941
inhabitant,0.0006398056827450617
hostile,0.0006374124363123295
tribe,0.0006339085436291182
ontario,0.0006332370482169653
victory,0.0006088014447974935
humanity,0.0005991473741639188
contiguous,0.000594798038200512
aggravated,0.00058541152968411
lawrence,0.0005786716195298114
blow,0.0005772157859461677
naval,0.0005738463883873898
yielding,0.0005685393166727027
associate,0.0005644173968209244
retaliation,0.0005610818894007381
disappointed,0.0005521019736029808
either,0.0005434123074797078
peculiarly,0.0005390910078189154
multiplied,0.0005377917294151765
fort,0.0005318900645694468
tennessee,0.0005289061677928892
decisive,0.000524829317622001
captain,0.0005129133573712834
equally,0.0005060302827463208
employed,0.0004970283962256595
calamity,0.000494560618611571
pursuing,0.0004910013642605772
advantage,0.0004905984323365759
placed,0.0004881487168281028
reflect,0.00048674501456641
favored,0.0004811202731321415
zeal,0.0004807380799457699
committed,0.000480119334598082
put,0.0004730918569255489
united,0.0004700643848049881
scene,0.0004699824003140039
warfare,0.0004697411680530455
magnitude,0.000466157640963139
forced,0.0004557327022987695
turned,0.00045377621181858364
best,0.00044119814666268857
squadron,0.0004403329071946848
plenipotentiary,0.00044024803317496285
moreover,0.00043929167241128027
discipline,0.00043662492299187156
native,0.00043206030847420045
example,0.0004306479767787223
army,0.0004258099768096877
exertion,0.0004085085547463655
known,0.00040720935320605095
disposed,0.00040644495568383014
among,0.00039836575222635957
independence,0.0003983091660063932
trial,0.00039586407323608007
safety,0.00038479590199223693
side,0.0003846168631312728
opened,0.0003828861969819184
mode,0.0003790558410293104
mass,0.00037578041249125517
maritime,0.00037425955474062973
regarded,0.00037085303539692035
gave,0.0003682840346643676
secure,-0.00036878125763521984
billion,-0.00037028091398556633
regard,-0.00037117792213303127
made,-0.0003718005876739487
reason,-0.00037808075784832976
making,-0.000381967895507917
go,-0.00038408732439077425
fiscal,-0.00038587790295883636
energy,-0.00038833992003160057
responsibility,-0.00038878923202709465
republic,-0.0003927502367750743
benefit,-0.000393144128822365
history,-0.0003950721447948265
line,-0.00039518636073073777
bank,-0.00039547269919654117
control,-0.0003958395013890268
say,-0.00039791671430461264
international,-0.00040180216687482373
pay,-0.0004023017422935721
school,-0.00040309006856370245
thing,-0.00040381348250783424
another,-0.00040775151863680666
therefore,-0.0004134283287650651
party,-0.00041973909785963844
several,-0.00042436420466661015
fact,-0.00042822820877834396
commission,-0.00043990757889865526
provide,-0.00044112306941478536
ever,-0.000442199545915007
matter,-0.00044408245029118606
industry,-0.0004493991331846456
today,-0.0004597157897720045
care,-0.00046045014169693543
given,-0.0004620659196596075
price,-0.00046257950521917576
next,-0.00046415509713216717
appropriation,-0.00046658026861405436
administration,-0.00046829893200340313
money,-0.0004711386103881173
end,-0.0004731652253284653
budget,-0.00047502189639533123
rate,-0.00047625674778421025
believe,-0.000477898971067012
full,-0.00047993597413223144
health,-0.0004806565716769536
tonight,-0.00048278265369232977
interest,-0.0004893507496247562
labor,-0.0004941786675022969
community,-0.0004958334879343873
secretary,-0.0004970495189508885
problem,-0.0005078789980849252
better,-0.0005335032155290547
past,-0.0005472495438381224
principle,-0.0005519275079238602
already,-0.0005521039561176359
continue,-0.0005552009686982417
together,-0.0005552162817949963
plan,-0.0005559643122808048
order,-0.0005585329710624936
family,-0.0005591489080654708
debt,-0.0005597339841751465
expenditure,-0.0005673849290432017
come,-0.0005675688152082684
question,-0.0005902102146504164
revenue,-0.0005912300861534947
take,-0.0006074345542572942
president,-0.0006159723904708367
home,-0.0006174484883113226
know,-0.0006197198828708693
job,-0.0006253873502413487
let,-0.000629469039588674
attention,-0.0006309701005914452
child,-0.0006312195625115548
legislation,-0.0006341081526858223
report,-0.0006427524556259105
relation,-0.000649291104150079
economy,-0.0006520886028177577
help,-0.0006562420386960604
economic,-0.0006589576450885866
trade,-0.0006757342828069752
business,-0.0007255182357616974
men,-0.000732166427402531
congress,-0.0007444147732854104
increase,-0.0007571249328367085
department,-0.0008050002320331357
program,-0.0008118162833562361
year,-0.0008132713348488372
life,-0.0008135111393772188
measure,-0.0008288161475833903
federal,-0.0008382184281964598
tax,-0.0008633608964333507
policy,-0.0008811471328125342
treaty,-0.0009201241231850748
system,-0.0010087163922128562
need,-0.0010290669756435147
duty,-0.001058063504952141
work,-0.0012732356785155924
america,-0.0015075652048568346
people,-0.001543228938055459
world,-0.0018796148950251958
new,-0.001969398043715778
