,row_1895_data
gold,0.006751127964063118
note,0.0036262016768606655
silver,0.00254833869892094
bond,0.0021231252548219305
treasury,0.002078380044255403
reserve,0.0016295384031994454
issued,0.001167348829652538
currency,0.0011117704082043032
circulation,0.0010795997536019867
withdrawal,0.0008526940509044909
purchase,0.0008110802132443508
withdrawn,0.0006671641693243911
ratio,0.0006551463023337124
financial,0.000650600201132976
issue,0.0006476350952631534
coinage,0.0006323936406055085
standard,0.000598168956459261
payment,0.0005951778123871152
thus,0.0005864636785588674
consular,0.0005645933739726676
parity,0.0005572941161990591
arbitration,0.0005437415828862576
cancellation,0.0005269538796088889
january,0.0005099936768719776
retirement,0.00047974660165690417
outstanding,0.00046339999139181616
metal,0.00046049108550312167
meridian,0.0004524991705796995
countryman,0.0004376149856351833
furnished,0.00043725579279952715
situation,0.000433792699968313
amounting,0.00042454193503080437
date,0.000424470641395689
large,0.0003965058652555944
indebtedness,0.00038717465637379294
venezuela,0.000380624225364814
nicaragua,0.0003780874890097867
redemption,0.0003732790768268972
hoarding,0.0003695444737937096
coin,0.00035832460888157757
sale,0.00034562843948916956
though,0.0003438104139042518
condition,0.0003353354653084648
value,0.0003333908368401484
canceled,0.0003282452724326711
boundary,0.0003198754070769497
july,0.00031904017068415613
resumption,0.0003130805010904726
payable,0.000302719141370082
february,0.00029574941853799847
amounted,0.0002881507802107886
resulted,0.00028720461567080275
cent,0.0002858594923260749
contract,0.0002846490869686393
meantime,0.0002811485301388582
waller,0.00027839117691037747
protest,0.00027240360006698536
exchange,0.0002712646638550753
british,0.0002691688079237967
location,0.00026540106631236756
monetary,0.00026423843290472495
actual,0.0002595179918015518
shipment,0.0002536632983232761
bonded,0.0002478703902040155
immediately,0.0002350798501312021
increased,0.0002333489515020928
vexatious,0.00023317964971303562
fund,0.00023139305654540457
demanded,0.00022971234938275726
bearing,0.000229421636507858
sympathy,0.00022882316052548252
day,0.00022284367514826718
premium,0.00022149276451400294
par,0.00022110094994554958
missionary,0.00021631359427550694
received,0.00021583403624924127
fixed,0.00021551679000110928
imperial,0.0002105572524486143
seal,0.00020940835206038723
solvency,0.0002064097715405027
fright,0.00020572652330977566
government,0.00020520786302502254
volume,0.00020160933728463517
depletion,0.00020098501636297476
naturally,0.0002001568340397409
dismissal,0.00019933754691109145
scheme,0.0001988993849985047
revenue,0.00019602669788223363
trial,0.00019465633970376138
compensation,0.00019455622304216343
per,0.0001941320069476251
drawn,0.0001940135136218623
replenish,0.00019287819942507878
promptly,0.00019254160587057684
perplexity,0.00018753624905520672
obligation,0.0001862114480756471
nuclear,-0.00018687431442910332
others,-0.0001925145354222004
friend,-0.00019282673533891828
expenditure,-0.00019391633226646904
estimated,-0.00019612152945123096
propose,-0.00020008579231344065
pas,-0.00020058183370929227
satisfaction,-0.0002022988426594969
rest,-0.00020309597701188189
constitutional,-0.0002054601474552747
industrial,-0.0002058375166256296
farmer,-0.00020718062172383732
major,-0.00020752617833843455
weapon,-0.00020862840865994563
engaged,-0.00020962279778292557
sure,-0.00021072455019943077
generation,-0.00021103413778600377
troop,-0.00021243609840229574
live,-0.00021331584094284558
soviet,-0.0002176142376226336
freedom,-0.00022147685194185405
reduce,-0.00022233672555136287
produce,-0.0002231915282926727
congress,-0.00022416224402719957
spending,-0.00022461963148957543
independence,-0.00022554583424225181
afford,-0.00022611735097279766
face,-0.00022674866673977594
president,-0.00022719308823087342
forward,-0.00022816827983422033
deficit,-0.0002290426326864057
power,-0.00023160288649266294
long,-0.00023222556687354183
employment,-0.00023471720428572983
tribe,-0.00023675451386783486
end,-0.00023784121103886385
fellow,-0.00024037447705609478
democracy,-0.00024102661792287753
river,-0.00024394348087549745
agriculture,-0.0002445570794680405
loan,-0.00024709938678365136
trust,-0.0002515652410834309
challenge,-0.00025608458593736054
economic,-0.00025751505363243805
cooperation,-0.0002657556110164094
man,-0.0002679021733278678
percent,-0.0002700825678358612
constitution,-0.00027484811102692383
goal,-0.00027827059001983725
construction,-0.00028588464089641735
essential,-0.0002861331351638332
cut,-0.0002875258597032223
success,-0.0002943094332858771
port,-0.0002959074917928488
get,-0.00030033924097988486
article,-0.00030197518999583727
working,-0.000303114618578888
back,-0.000304512998999077
nation,-0.00030565152130989086
family,-0.00030755491926380833
social,-0.00031377497292920043
ago,-0.0003151006507952522
make,-0.0003220810349519576
session,-0.00032569911783282584
world,-0.00032735306934874567
bill,-0.00032932673030541
reduction,-0.00033784579402830055
three,-0.00034294755679325936
europe,-0.00034595340103577373
strong,-0.0003509389519373066
education,-0.0003587547145984855
billion,-0.00037028091398556633
new,-0.00037238936434344874
army,-0.0003799807823890952
work,-0.00038937765526041835
school,-0.00040309006856370245
tax,-0.00041044239473291434
american,-0.00043910462995406174
men,-0.0004539755944964692
today,-0.0004597157897720045
price,-0.00046257950521917576
budget,-0.00047502189639533123
tonight,-0.00048278265369232977
want,-0.0004832131109698085
house,-0.0004918583558562969
million,-0.0005465098292156891
force,-0.0005582855027977985
come,-0.0005675688152082684
defense,-0.0006036718938248419
know,-0.0006197198828708693
job,-0.0006253873502413487
let,-0.000629469039588674
child,-0.0006312195625115548
economy,-0.0006520886028177577
help,-0.0006562420386960604
war,-0.0006867867792037802
peace,-0.0006919909442963989
union,-0.0007364049412160819
land,-0.000737318558193233
program,-0.0008118162833562361
federal,-0.0008382184281964598
public,-0.000882393762841329
year,-0.0009445834715135024
america,-0.0011566813143803509
