,row_1979_data
world,0.004129905997919828
foundation,0.0032235149518206187
nuclear,0.0031269801380264008
american,0.0031095620290216416
salt,0.0029203840637446144
inflation,0.0028572437440626
build,0.001851381524837049
peace,0.0017480699644535362
strong,0.0015629069132742429
control,0.0014691436286662564
enough,0.0014349642443623326
human,0.0013687490274006888
arm,0.0012985784433550717
commitment,0.0012097724492929232
myth,0.0011943300521498298
stable,0.001189796584093586
continue,0.001183739707362905
agreement,0.0011598244172173766
nation,0.001131847812428777
soviet,0.0010781028428749988
sign,0.0009707026405055613
ii,0.0009676193765122055
year,0.0009276619308907293
path,0.0009176679786321341
building,0.0008691671642810161
choose,0.0008586906978531676
budget,0.0008542711526372852
influence,0.0008363323019893375
economy,0.0008265901479679468
new,0.0008143887508666053
deterrent,0.0008117030046860286
effective,0.0007868347211190947
responsible,0.0007713393631650842
strength,0.000768653145395753
israel,0.000768468464458219
union,0.0007255898048649942
begin,0.0006800715152548505
fight,0.0006747222400068464
faith,0.0006500509076308874
recession,0.0006486310244421787
congressional,0.0006346949456362235
restraint,0.000632921771461917
tonight,0.0006279579591159827
process,0.0006253352235974886
help,0.0006215677399318082
hospital,0.000621328431452374
campaign,0.0006135501291717564
strategic,0.0006057186554433903
force,0.0005964445156974549
generation,0.000586400422656131
super,0.0005860315883876811
live,0.0005823403284391875
dismantle,0.000570334559424054
support,0.0005615048573138505
begun,0.0005536810074779461
stronger,0.0005521985567682594
america,0.0005509278329470528
determined,0.0005379921860969979
outlined,0.0005230103799850846
trust,0.0005184897375752901
persistent,0.0005138595588434384
lifetime,0.000507783429383807
bureaucracy,0.0005072333148048464
deepest,0.0005058403206379463
cooperation,0.0004966493931128163
right,0.0004951458521440111
percent,0.0004901716947132901
defense,0.0004886599474672266
enhance,0.0004865716193598548
worker,0.0004844161676113435
beloved,0.0004761475990073043
based,0.000476105513150156
submarine,0.0004743328339042489
people,0.0004694221137246275
age,0.0004519642641790928
word,0.0004460025223599169
peaceful,0.00044447774952223977
substitute,0.00044146490687312713
none,0.000438186236636405
preserve,0.00043695819169117746
economic,0.0004342112776372215
overwhelming,0.00043292856939651037
substantially,0.00042880688020865976
natural,0.0004240355253096041
protect,0.00041850096226600205
potential,0.0004099766934688708
solve,0.00040976271238202266
created,0.0004075817461285826
threat,0.0004068631702095928
born,0.0004043419819253339
problem,0.0004022637193388794
decent,0.0003983825519111742
era,0.0003976788015811649
ally,0.0003945960944442534
better,0.000376749411482885
reorganization,0.00036489303726592887
change,0.00036032708624538564
major,0.0003603158694364259
weapon,0.000358711316434744
reducing,0.00035834894637521797
together,0.0003561679636379819
provides,0.00035024788476412317
establishment,-0.0003487237552953816
aid,-0.00034874172875649516
recommendation,-0.0003489429574776905
point,-0.0003535742927305192
court,-0.000356931280865226
character,-0.0003570268190924562
small,-0.000361836976455127
navy,-0.00036200924017494297
british,-0.00036419784583932585
hand,-0.0003660611497237502
office,-0.00036768735834252726
regard,-0.00037117792213303127
expense,-0.0003716989267983125
received,-0.0003778666803707705
reason,-0.00037808075784832976
army,-0.0003799807823890952
making,-0.000381967895507917
go,-0.00038408732439077425
fiscal,-0.00038587790295883636
responsibility,-0.00038878923202709465
republic,-0.0003927502367750743
benefit,-0.000393144128822365
become,-0.00039378086987320855
bank,-0.00039547269919654117
say,-0.00039791671430461264
due,-0.0003989838390396736
pay,-0.0004023017422935721
school,-0.00040309006856370245
another,-0.00040775151863680666
certain,-0.00040971426733799174
therefore,-0.0004134283287650651
others,-0.0004152403129536503
senate,-0.0004170928840358083
party,-0.00041973909785963844
recommend,-0.00042263681924211875
several,-0.00042436420466661015
done,-0.00042494359564351325
possible,-0.00042678320907431425
fact,-0.00042822820877834396
operation,-0.0004292965819172154
commission,-0.00043990757889865526
matter,-0.00044408245029118606
thus,-0.0004450963435903963
executive,-0.0004506474095313166
taken,-0.0004516931491176142
proper,-0.0004533684607940133
spirit,-0.00045828198641379136
given,-0.0004620659196596075
object,-0.0004650886511932149
appropriation,-0.00046658026861405436
administration,-0.00046829893200340313
vessel,-0.0004752276516438357
believe,-0.000477898971067012
period,-0.00047996955874042417
claim,-0.0004916922783437571
representative,-0.0004927432546485027
indian,-0.0004949497495729807
secretary,-0.0004970495189508885
territory,-0.0005114901252375094
constitution,-0.0005191975714822031
amount,-0.0005204484746260708
however,-0.0005218059224701638
whole,-0.0005260828088139796
officer,-0.0005311120605254035
large,-0.0005324178918503027
number,-0.0005330538663702475
case,-0.000544589411523187
great,-0.0005571405083905072
best,-0.0005571619410892556
order,-0.0005585329710624936
debt,-0.0005597339841751465
expenditure,-0.0005673849290432017
view,-0.0005703245690193766
session,-0.0005810623917701523
question,-0.0005902102146504164
revenue,-0.0005912300861534947
yet,-0.0005980160199476671
far,-0.0006007982231438463
authority,-0.0006144842005826657
provision,-0.0006180533782713104
treasury,-0.0006223011927139787
attention,-0.0006309701005914452
report,-0.0006427524556259105
result,-0.0006484985775988144
commerce,-0.0006810655907178349
consideration,-0.0006951940654103063
men,-0.000732166427402531
condition,-0.0007815835405020295
general,-0.0008021919328332331
department,-0.0008050002320331357
measure,-0.0008288161475833903
tax,-0.0008633608964333507
necessary,-0.0009814426767091608
subject,-0.0009996823461238388
state,-0.001012335914864242
time,-0.0010532575859005452
may,-0.001072735298914657
present,-0.0012287827260734296
