,row_1918_data
men,0.003196178027203878
possible,0.0013885918794531355
supply,0.0013161512340189932
war,0.0011485048400374422
quick,0.0011313364984331744
knew,0.0010709177248061233
business,0.0010679732498283178
impossible,0.001012451168067359
railway,0.0010054383496815769
task,0.0009213295071785869
necessary,0.0008957178305155978
cable,0.000877034756359316
road,0.0008729104578983225
go,0.0008072673003052997
sea,0.0008034305142496326
control,0.0007888468426836312
back,0.0007785799072439151
thought,0.0007615792261381109
railroad,0.0007487770093902069
shipment,0.0007168982185819904
put,0.0007160314995205192
industry,0.000709979726038152
material,0.000708587411737743
battle,0.0006936357325803462
month,0.0006792835121072763
set,0.0006720634896050192
readjustment,0.0006559140242051038
release,0.000655140108072382
process,0.0006543756049463556
say,0.0006332644168935013
ready,0.0006240922996299144
lie,0.0006229813363152821
great,0.0005981467456807395
turn,0.0005897063114030598
hope,0.0005890934004427143
mine,0.0005869012084524395
programme,0.0005726151394487583
arid,0.0005600603416562027
factory,0.0005570468960022377
counsel,0.0005525656678286119
studied,0.0005419475033617032
exceptional,0.0005369843203529661
development,0.0005320494720084567
associated,0.000531252220571212
permit,0.0005258919683842694
labor,0.0005105852117711331
achievement,0.000506933133660525
acre,0.0005001871859558321
touch,0.0004981901740646558
direct,0.0004963876577807416
ideal,0.0004955140802360464
triumph,0.0004932563853335351
single,0.0004912828796552764
formal,0.0004842595761231988
empire,0.0004789358764852122
six,0.0004782265783334414
reclamation,0.0004774135016502995
needed,0.0004714999400961033
private,0.0004670478888824598
overseas,0.0004657717361926016
least,0.00046297020707352184
industrial,0.0004606066280870804
undertake,0.000458062034117684
story,0.00045782476743742954
us,0.00045534313640788643
uncertainty,0.00045341845107643383
fought,0.00045135876350646303
happy,0.00044741111721193774
contract,0.0004442055801462069
plan,0.0004432886991482158
purpose,0.0004346188722690739
available,0.00043189604592638647
quickly,0.00042950308895082964
shipping,0.000428808190065229
owner,0.000425415808772397
side,0.0004154435869123553
undertaking,0.0004086390631333837
censorship,0.0004070083019948006
unanswered,0.0004033798622253322
stuff,0.00040269444406357757
competition,0.000400521079105162
definite,0.000394211017248801
method,0.0003913078089058819
aptitude,0.00039095218748617266
untiring,0.00038881430635698147
unused,0.00038733016723495626
justify,0.0003865083990024497
innumerable,0.0003859213083584791
stimulation,0.0003858866778372442
spirited,0.0003841174778561664
accomplishment,0.00038385668871175355
immediate,0.00038382494221259
equipment,0.0003836663522437658
billion,0.00038334719068969193
harness,0.0003808160486500978
prolonging,0.0003806279433052591
swamp,0.0003726639413579374
sweep,0.0003722384057105692
capacity,0.0003722289831949473
stayed,0.0003702039682381136
undertaken,0.00036628859003606275
hundred,0.0003655577676726228
affirmative,0.0003635027560575151
return,0.00036340491438046577
lasted,0.00036216363012275436
exacting,0.00036163159659780594
serviceable,0.0003607720987009296
redeem,0.0003546909732377373
serve,0.0003537612485179141
realize,0.00035302567164467545
splendid,0.0003504428850562779
drain,0.0003487918602291394
scattered,0.00034729482629879984
enemy,0.0003460140546374088
assisted,0.0003457351771126915
priority,0.00034483580939517706
accepted,0.0003438530364799139
armistice,0.0003411021192138188
statutory,0.00034095600053575276
alike,0.0003408074278804552
mexico,-0.00033993820862458703
institution,-0.0003404207002293055
minister,-0.00034046730752226336
found,-0.0003434474821626047
establishment,-0.0003487237552953816
city,-0.0003499331167717025
message,-0.00035048595633423553
strong,-0.0003509389519373066
court,-0.000356931280865226
character,-0.0003570268190924562
education,-0.0003587547145984855
british,-0.00036419784583932585
respect,-0.00036590040146231137
reform,-0.00036682968007066064
office,-0.00036768735834252726
one,-0.0003707339081478751
received,-0.0003778666803707705
reason,-0.00037808075784832976
fiscal,-0.00038587790295883636
history,-0.0003950721447948265
bank,-0.00039547269919654117
greater,-0.00039834645946761277
subject,-0.0003988919470465272
good,-0.0003988954123101292
increased,-0.0004024744039246873
school,-0.00040309006856370245
party,-0.00041973909785963844
prosperity,-0.000422872029687061
value,-0.0004266813266733692
high,-0.00043544389935781753
commission,-0.00043990757889865526
thus,-0.0004450963435903963
individual,-0.0004503701746794269
proper,-0.0004533684607940133
today,-0.0004597157897720045
care,-0.00046045014169693543
object,-0.0004650886511932149
like,-0.00046530975890112343
budget,-0.00047502189639533123
vessel,-0.0004752276516438357
rate,-0.00047625674778421025
health,-0.0004806565716769536
tonight,-0.00048278265369232977
cost,-0.00048679333002597114
claim,-0.0004916922783437571
house,-0.0004918583558562969
indian,-0.0004949497495729807
community,-0.0004958334879343873
territory,-0.0005114901252375094
constitution,-0.0005191975714822031
toward,-0.0005221464761351048
case,-0.000544589411523187
past,-0.0005472495438381224
year,-0.000547612145569535
continue,-0.0005552009686982417
together,-0.0005552162817949963
family,-0.0005591489080654708
expenditure,-0.0005673849290432017
view,-0.0005703245690193766
session,-0.0005810623917701523
among,-0.0006008147243269447
defense,-0.0006036718938248419
president,-0.0006159723904708367
job,-0.0006253873502413487
child,-0.0006312195625115548
legislation,-0.0006341081526858223
progress,-0.0006359448765774756
national,-0.0006388464453653834
commerce,-0.0006810655907178349
increase,-0.0007571249328367085
america,-0.000790165028905469
program,-0.0008118162833562361
measure,-0.0008288161475833903
foreign,-0.0008684727778219936
first,-0.0009652336593229557
american,-0.0011244052892472381
citizen,-0.0012795725121794166
state,-0.00162543337420404
power,-0.0016744535038067834
united,-0.0019509355631671353
