,element,global_weight
0,Gene_23,0.02041812470951613
1,Gene_50,0.020414905708599888
2,Gene_13,0.020375787844411405
3,Gene_19,0.020355800421507753
4,Gene_31,0.020286176559438863
5,Gene_29,0.020271043500905545
6,Gene_18,0.020249672208482457
7,Gene_45,0.020207025862071768
8,Gene_33,0.020191752414071104
9,Gene_7,0.020187756324180864
10,Gene_32,0.0201741921080509
11,Gene_41,0.020170931447888656
12,Gene_8,0.02016624022456214
13,Gene_11,0.020157144110190924
14,Gene_24,0.020144407085255167
15,Gene_26,0.020094999339129786
16,Gene_9,0.02009170611378364
17,Gene_43,0.020079521535092168
18,Gene_15,0.02006897915627055
19,Gene_49,0.020053964662409506
20,Gene_36,0.020051378574009373
21,Gene_12,0.02004710918058218
22,Gene_44,0.020045220023163664
23,Gene_21,0.020044672665517453
24,Gene_20,0.020036500384737553
25,Gene_38,0.020028928574229218
26,Gene_39,0.020026835854526134
27,Gene_22,0.020020990204604325
28,Gene_5,0.02001281205656733
29,Gene_46,0.02000062019951075
30,Gene_42,0.01997975548026585
31,Gene_27,0.0199702025002802
32,Gene_3,0.01992819457952975
33,Gene_34,0.019912701159410424
34,Gene_35,0.01989149459744242
35,Gene_1,0.019880613662043464
36,Gene_28,0.019856008313088508
37,Gene_25,0.0198420089270286
38,Gene_4,0.01981514838209858
39,Gene_16,0.019815125908556865
40,Gene_14,0.019810195497175918
41,Gene_40,0.019803059366371053
42,Gene_17,0.01977989583756057
43,Gene_48,0.019777122634126308
44,Gene_30,0.019721521670590332
45,Gene_37,0.01963509478175095
46,Gene_6,0.019611138394762424
47,Gene_2,0.01960866159600575
48,Gene_47,0.019537612851546912
49,Gene_10,0.019349244807097855
