,row_2018_data
Neoplasms,0.000792132488337682
Cardiovascular diseases,0.0006640685922023343
Alzheimer's disease and other dementias,0.0006370115280045574
Diabetes mellitus,0.0003442784421427065
Chronic kidney disease,0.00033115757220928115
Parkinson's disease,9.489363323252195e-05
Drug use disorders,2.2131305636310825e-05
Digestive diseases,2.1673606059081875e-05
Cirrhosis and other chronic liver diseases,1.7134990670384623e-05
Chronic respiratory diseases,4.41294363467574e-06
Conflict and terrorism,-9.286274483025764e-06
Poisonings,-1.1983752001834146e-05
"Fire, heat, and hot substances",-1.286638758299808e-05
Interpersonal violence,-1.6945760675204067e-05
Environmental heat and cold exposure,-2.2939551314871283e-05
Road injuries ,-4.518875452726287e-05
Self-harm,-5.3190546557787145e-05
Maternal disorders,-0.0001053505953064936
Acute hepatitis,-0.00010835995361237178
Exposure to forces of nature,-0.00021286818512837867
Drowning,-0.00021781923485178283
Meningitis,-0.00023293940173202974
Malaria,-0.0003876884685359973
Lower respiratory infections,-0.00042978290713485516
Tuberculosis,-0.0005494772367292838
Protein-energy malnutrition,-0.0005502414553480901
HIV/AIDS,-0.0005621345723316891
Nutritional deficiencies,-0.0005858179767940237
Neonatal disorders,-0.0011204994379020615
Diarrheal diseases,-0.001280838657799886
