,row_2006_data
HIV/AIDS,0.0007399274815046565
Malaria,2.78407218353273e-05
Road injuries ,5.561610868371196e-06
Alcohol use disorders,5.219358307023461e-06
Cirrhosis and other chronic liver diseases,5.051531920270095e-06
Diabetes mellitus,1.8687230993683632e-06
Digestive diseases,1.4426339432926808e-06
Chronic kidney disease,1.4105667439957023e-06
Environmental heat and cold exposure,9.020224544176545e-07
Self-harm,7.237139655924709e-07
Neoplasms,4.6614427241421113e-07
Parkinson's disease,2.2741815210044914e-07
Poisonings,1.4120131705946768e-07
"Fire, heat, and hot substances",-1.5883345685564927e-08
Interpersonal violence,-8.656459730250972e-08
Alzheimer's disease and other dementias,-1.2617288498621915e-07
Maternal disorders,-1.7689232445498423e-07
Cardiovascular diseases,-2.061821818526838e-07
Drug use disorders,-4.985586353093887e-07
Acute hepatitis,-6.181023049286615e-07
Neonatal disorders,-9.420400972220977e-07
Chronic respiratory diseases,-3.827271914098418e-06
Tuberculosis,-8.673620017643621e-06
Drowning,-1.1269613315873894e-05
Diarrheal diseases,-3.8465941753662147e-05
Lower respiratory infections,-5.255178105633036e-05
Conflict and terrorism,-5.4358159916347265e-05
Protein-energy malnutrition,-9.723100430429686e-05
Exposure to forces of nature,-0.00010048911434005462
Nutritional deficiencies,-0.00011119879724763799
