,row_2005_data
HIV/AIDS,0.000888331050481599
Exposure to forces of nature,7.626267272395202e-05
Malaria,2.503510865178545e-05
Alcohol use disorders,7.624647032473166e-06
Road injuries ,4.9387710538133125e-06
Environmental heat and cold exposure,3.150956187384915e-06
Cirrhosis and other chronic liver diseases,2.82630559473443e-06
Self-harm,2.147133401717927e-06
Poisonings,5.707361451853567e-07
Digestive diseases,2.7635387736970436e-07
Interpersonal violence,1.302610000307416e-07
"Fire, heat, and hot substances",9.138780757013111e-08
Meningitis,3.5539431809202245e-08
Maternal disorders,6.718721313414806e-09
Neonatal disorders,-2.2145965556076227e-09
Acute hepatitis,-7.373913878980837e-08
Parkinson's disease,-1.550181148336088e-07
Chronic kidney disease,-3.175024832852906e-07
Drug use disorders,-7.30608480923618e-07
Cardiovascular diseases,-1.4017133829953045e-06
Neoplasms,-1.9267968934875805e-06
Tuberculosis,-2.4753727804896833e-06
Chronic respiratory diseases,-3.104728146733856e-06
Drowning,-4.48662316422462e-06
Alzheimer's disease and other dementias,-7.901215450134883e-06
Diarrheal diseases,-3.3752731252898686e-05
Lower respiratory infections,-4.0992596823833955e-05
Protein-energy malnutrition,-7.277610953964632e-05
Nutritional deficiencies,-8.56684896903871e-05
Conflict and terrorism,-0.0001189545559935626
