,row_2003_data
HIV/AIDS,0.0008714754181114222
Malaria,4.552031853839809e-05
Tuberculosis,8.948480184328873e-06
Neonatal disorders,7.665339286166886e-06
Environmental heat and cold exposure,7.510390741226932e-06
Alcohol use disorders,6.780483920069719e-06
Road injuries ,3.001306615912707e-06
Interpersonal violence,2.9590702344374302e-06
Meningitis,1.615572391819466e-06
Self-harm,1.4645916155963952e-06
Maternal disorders,9.314908892371317e-07
"Fire, heat, and hot substances",5.964729284747689e-07
Poisonings,4.130519472992836e-07
Acute hepatitis,6.981497656749245e-08
Diarrheal diseases,-3.1543946044836416e-08
Drowning,-5.0762305083241696e-08
Chronic respiratory diseases,-8.318016999629186e-08
Digestive diseases,-5.78870012151074e-07
Drug use disorders,-1.5920442857822838e-06
Parkinson's disease,-3.674487278488561e-06
Diabetes mellitus,-6.0797576124106125e-06
Lower respiratory infections,-8.621816557362848e-06
Chronic kidney disease,-1.165091946339809e-05
Cardiovascular diseases,-1.18491083653657e-05
Exposure to forces of nature,-1.8776618960696063e-05
Protein-energy malnutrition,-2.040370719790793e-05
Nutritional deficiencies,-2.510425978001393e-05
Neoplasms,-3.20797597734364e-05
Alzheimer's disease and other dementias,-4.3666449615948895e-05
Conflict and terrorism,-6.490560757049037e-05
