,row_1999_data
HIV/AIDS,0.00020266839383096787
Diarrheal diseases,0.0001626870553227233
Protein-energy malnutrition,0.00013322843875812878
Nutritional deficiencies,0.00013186352474224658
Tuberculosis,0.00010904118380384393
Neonatal disorders,8.738009652449691e-05
Lower respiratory infections,5.7475642259356566e-05
Conflict and terrorism,3.556748242185566e-05
Drowning,3.425896810615336e-05
Exposure to forces of nature,2.7962346185068514e-05
Self-harm,2.176798714477327e-05
Meningitis,2.0179774035975232e-05
Malaria,1.898515586887088e-05
Maternal disorders,1.7547311433040353e-05
Acute hepatitis,1.38417200601443e-05
Interpersonal violence,5.768811840491252e-06
"Fire, heat, and hot substances",2.143076016787181e-06
Environmental heat and cold exposure,1.4653079617534906e-06
Road injuries ,7.436068520259224e-07
Chronic respiratory diseases,6.371747799609044e-07
Alcohol use disorders,4.340874320153321e-07
Poisonings,2.7147903806788487e-07
Cirrhosis and other chronic liver diseases,-9.488994527562776e-06
Digestive diseases,-9.489006847834152e-06
Parkinson's disease,-2.7008038718301158e-05
Diabetes mellitus,-6.84425354710844e-05
Chronic kidney disease,-8.977282550652783e-05
Cardiovascular diseases,-0.00015558333566952683
Alzheimer's disease and other dementias,-0.0001615515477701075
Neoplasms,-0.00016514579121090518
