,row_2009_data
HIV/AIDS,0.00013336142394359575
Neoplasms,7.338651883751672e-05
Alzheimer's disease and other dementias,4.285039366095397e-05
Chronic kidney disease,3.707770309038577e-05
Cardiovascular diseases,3.525141333925565e-05
Diabetes mellitus,2.3480033050732384e-05
Malaria,1.0387230840205126e-05
Cirrhosis and other chronic liver diseases,1.0035499563255598e-05
Parkinson's disease,1.0024882002716249e-05
Road injuries ,6.0651509035295034e-06
Digestive diseases,4.481490149900946e-06
Alcohol use disorders,1.9896526300792824e-07
Drug use disorders,-2.9873357464131514e-07
Interpersonal violence,-1.2023578220132233e-06
"Fire, heat, and hot substances",-1.4760839781160573e-06
Self-harm,-2.463960502650987e-06
Environmental heat and cold exposure,-2.5863091572706035e-06
Chronic respiratory diseases,-3.419113580972863e-06
Maternal disorders,-6.362515650483268e-06
Meningitis,-6.621811761562107e-06
Acute hepatitis,-9.613557159339557e-06
Neonatal disorders,-3.7598680843578796e-05
Drowning,-3.810313839575048e-05
Conflict and terrorism,-6.702306679600036e-05
Tuberculosis,-6.947038340068151e-05
Lower respiratory infections,-0.00012016148174948853
Diarrheal diseases,-0.00015862626678448451
Protein-energy malnutrition,-0.00020261526987610872
Exposure to forces of nature,-0.00020291763919913218
Nutritional deficiencies,-0.0002233458546453508
