,row_2017_data
Neoplasms,0.0006658605404643424
Alzheimer's disease and other dementias,0.0005524465227906054
Cardiovascular diseases,0.0005465989632803554
Chronic kidney disease,0.00030139082467243094
Diabetes mellitus,0.0002997872241735002
Parkinson's disease,8.176138016059134e-05
Digestive diseases,2.1091360974581056e-05
Drug use disorders,1.7580676914824735e-05
Cirrhosis and other chronic liver diseases,1.662453691137259e-05
Conflict and terrorism,3.588647321582384e-06
Alcohol use disorders,-2.2864219800555378e-06
Poisonings,-9.544311614330194e-06
"Fire, heat, and hot substances",-1.2759990978179363e-05
Interpersonal violence,-1.4221367530268614e-05
Environmental heat and cold exposure,-2.1262370899312972e-05
Road injuries ,-3.876628092350221e-05
Self-harm,-5.403414789359169e-05
Maternal disorders,-9.506080678546916e-05
Acute hepatitis,-9.715703462527813e-05
Exposure to forces of nature,-0.00018013487334351055
Meningitis,-0.0001922967635112873
Drowning,-0.0002007734026423032
Malaria,-0.00036770155762619414
Lower respiratory infections,-0.00037532350542925476
HIV/AIDS,-0.0003846578931014973
Tuberculosis,-0.000446163242181016
Protein-energy malnutrition,-0.00048412274081244136
Nutritional deficiencies,-0.0005169858298770347
Neonatal disorders,-0.0008598306384693206
Diarrheal diseases,-0.00104119602773495
