,row_1998_data
Diarrheal diseases,0.0002501524925032205
Nutritional deficiencies,0.00020210801373007924
Protein-energy malnutrition,0.00019476171411205432
Tuberculosis,0.0001365834937029609
Neonatal disorders,0.0001352667640512526
Lower respiratory infections,0.00011352393531076973
HIV/AIDS,6.337257177253569e-05
Drowning,5.347327675061706e-05
Malaria,3.104810641080865e-05
Meningitis,2.7962354189112963e-05
Maternal disorders,2.164974970678672e-05
Self-harm,2.13468978521031e-05
Acute hepatitis,1.955223718275303e-05
Interpersonal violence,4.398958668246723e-06
Environmental heat and cold exposure,3.115559708399338e-06
Chronic respiratory diseases,2.5621514845758126e-06
"Fire, heat, and hot substances",2.3391411061226013e-06
Road injuries ,4.95680983491332e-07
Poisonings,3.714177347054528e-07
Conflict and terrorism,2.2173491891515278e-07
Alcohol use disorders,8.551735982059984e-08
Drug use disorders,9.394654752671096e-09
Digestive diseases,-9.049741591827675e-06
Cirrhosis and other chronic liver diseases,-1.0512394085714593e-05
Parkinson's disease,-3.341780513399381e-05
Diabetes mellitus,-8.510658958792009e-05
Chronic kidney disease,-0.00011401785378429403
Alzheimer's disease and other dementias,-0.00018701710579244147
Cardiovascular diseases,-0.00019594783918317187
Neoplasms,-0.00021085703948884888
