,row_2014_data
Neoplasms,0.000369622306564581
Alzheimer's disease and other dementias,0.00030265878818497034
Cardiovascular diseases,0.0002804928486525634
Chronic kidney disease,0.000194818063879613
Diabetes mellitus,0.00015992460196148205
Conflict and terrorism,0.00012153249334294683
Parkinson's disease,5.3360653096225935e-05
Cirrhosis and other chronic liver diseases,8.950708354558685e-06
Digestive diseases,8.75356281743872e-06
Drug use disorders,1.8565995314107672e-06
Alcohol use disorders,-1.7079617662522667e-06
Poisonings,-3.5217653938613775e-06
"Fire, heat, and hot substances",-8.042899041594415e-06
Road injuries ,-8.753998966982122e-06
Interpersonal violence,-9.03874964315585e-06
Environmental heat and cold exposure,-1.2700920373634074e-05
Self-harm,-3.351367483791828e-05
Maternal disorders,-4.822740822925663e-05
Acute hepatitis,-5.329541276128947e-05
Meningitis,-9.087875543779681e-05
HIV/AIDS,-0.00011061859827163952
Malaria,-0.00012109467247833536
Drowning,-0.000129117206950179
Lower respiratory infections,-0.00022523396955267342
Tuberculosis,-0.0002525616818160295
Exposure to forces of nature,-0.00026830456706848887
Neonatal disorders,-0.0003185580136955677
Protein-energy malnutrition,-0.0003713550979717738
Nutritional deficiencies,-0.0003979345321829266
Diarrheal diseases,-0.0006663330045162466
