,row_1995_data
Nutritional deficiencies,0.0005261238194735555
Diarrheal diseases,0.0005143238659748115
Protein-energy malnutrition,0.0004933959760429383
Lower respiratory infections,0.00032459630610427075
Neonatal disorders,0.00027497823380395357
Tuberculosis,0.00019401518676884656
Drowning,0.00012007946938693875
Meningitis,5.857123597405008e-05
Acute hepatitis,3.711628474801197e-05
Maternal disorders,2.953967989424407e-05
Self-harm,2.949921919225202e-05
Malaria,1.6993592869323708e-05
Interpersonal violence,1.6275717304021955e-05
Environmental heat and cold exposure,1.5360547897450583e-05
"Fire, heat, and hot substances",6.819107730838211e-06
Poisonings,2.993763813093818e-06
Road injuries ,1.2615146111528855e-06
Alcohol use disorders,6.881764220369296e-07
Chronic respiratory diseases,6.120621983020781e-07
Digestive diseases,-1.1302395319413199e-05
Cirrhosis and other chronic liver diseases,-1.7343975760252504e-05
Parkinson's disease,-5.892332137670883e-05
Conflict and terrorism,-6.326230649197342e-05
Exposure to forces of nature,-9.559482431954243e-05
HIV/AIDS,-0.00015146559703321555
Diabetes mellitus,-0.0001885281257728924
Chronic kidney disease,-0.0002297165389305864
Cardiovascular diseases,-0.00023532782131276825
Alzheimer's disease and other dementias,-0.00030281507741006654
Neoplasms,-0.0003526815921636832
