document,element,frequency_in_document
AI,100000,0.00014695077149155033
AI,15,0.00014695077149155033
AI,60k,0.00014695077149155033
AI,abou,0.00014695077149155033
AI,about,0.005143277002204262
AI,academic,0.000440852314474651
AI,accept,0.00014695077149155033
AI,across,0.000440852314474651
AI,action,0.0010286554004408524
AI,actionable,0.00014695077149155033
AI,actions,0.00029390154298310065
AI,actively,0.0005878030859662013
AI,activism,0.00014695077149155033
AI,activists,0.000440852314474651
AI,activities,0.000440852314474651
AI,activity,0.00029390154298310065
AI,additionally,0.00014695077149155033
AI,addressing,0.00029390154298310065
AI,adjust,0.00029390154298310065
AI,adjusting,0.00029390154298310065
AI,adjustments,0.00029390154298310065
AI,administration,0.00014695077149155033
AI,adopt,0.0007347538574577516
AI,adopting,0.00014695077149155033
AI,advancements,0.00014695077149155033
AI,advocacy,0.0007347538574577516
AI,advocate,0.0007347538574577516
AI,advocates,0.0007347538574577516
AI,advocating,0.00014695077149155033
AI,aesthetics,0.00014695077149155033
AI,affinity,0.00014695077149155033
AI,agricultural,0.00014695077149155033
AI,agriculture,0.002204261572373255
AI,aimed,0.00014695077149155033
AI,air,0.0007347538574577516
AI,all,0.0005878030859662013
AI,allocate,0.0010286554004408524
AI,allowing,0.0005878030859662013
AI,allows,0.00014695077149155033
AI,along,0.0005878030859662013
AI,alongside,0.00014695077149155033
AI,alternative,0.00014695077149155033
AI,alternatives,0.0005878030859662013
AI,ambassador,0.00014695077149155033
AI,ambassadors,0.0010286554004408524
AI,among,0.001322556943423953
AI,amounts,0.00014695077149155033
AI,amplify,0.00014695077149155033
AI,an,0.0014695077149155032
AI,analogous,0.00014695077149155033
AI,analysis,0.00029390154298310065
AI,annual,0.00014695077149155033
AI,any,0.00014695077149155033
AI,app,0.0005878030859662013
AI,appealing,0.00014695077149155033
AI,appliances,0.000881704628949302
AI,approaches,0.00014695077149155033
AI,architects,0.00029390154298310065
AI,areas,0.0016164584864070536
AI,around,0.000881704628949302
AI,art,0.00029390154298310065
AI,artisans,0.00014695077149155033
AI,artists,0.00014695077149155033
AI,arts,0.00014695077149155033
AI,as,0.004849375459221161
AI,aside,0.00029390154298310065
AI,assess,0.00029390154298310065
AI,assessing,0.00029390154298310065
AI,assigning,0.00014695077149155033
AI,assignments,0.00029390154298310065
AI,assistance,0.00014695077149155033
AI,associated,0.00029390154298310065
AI,association,0.00014695077149155033
AI,at,0.0010286554004408524
AI,attendees,0.00029390154298310065
AI,audit,0.00014695077149155033
AI,audits,0.000881704628949302
AI,authorities,0.00029390154298310065
AI,availability,0.000440852314474651
AI,award,0.00014695077149155033
AI,awareness,0.004996326230712712
AI,away,0.00014695077149155033
AI,badge,0.00014695077149155033
AI,barrels,0.00014695077149155033
AI,based,0.001322556943423953
AI,beaches,0.00029390154298310065
AI,beautify,0.00029390154298310065
AI,become,0.000440852314474651
AI,bee,0.00014695077149155033
AI,bees,0.00014695077149155033
AI,behavioral,0.00029390154298310065
AI,being,0.00029390154298310065
AI,benches,0.00014695077149155033
AI,benefits,0.005878030859662013
AI,best,0.00014695077149155033
AI,better,0.00029390154298310065
AI,between,0.00014695077149155033
AI,bicycle,0.00014695077149155033
AI,bicycles,0.000440852314474651
AI,bike,0.00411462160176341
AI,biking,0.000881704628949302
AI,bins,0.0014695077149155032
AI,biodegradable,0.000440852314474651
AI,biodiversity,0.002351212343864805
AI,biological,0.00014695077149155033
AI,birdhouses,0.00014695077149155033
AI,body,0.00014695077149155033
AI,bonding,0.00014695077149155033
AI,book,0.00029390154298310065
AI,books,0.00014695077149155033
AI,booths,0.00014695077149155033
AI,bottle,0.00029390154298310065
AI,bottles,0.00029390154298310065
AI,brand,0.000440852314474651
AI,brands,0.000440852314474651
AI,breakfast,0.00014695077149155033
AI,bring,0.0005878030859662013
AI,broken,0.00014695077149155033
AI,budget,0.001322556943423953
AI,builders,0.00029390154298310065
AI,building,0.002057310800881705
AI,buildings,0.0029390154298310064
AI,buses,0.00014695077149155033
AI,business,0.00014695077149155033
AI,businesses,0.003085966201322557
AI,butterflies,0.00014695077149155033
AI,buying,0.00014695077149155033
AI,by,0.002351212343864805
AI,cafes,0.00029390154298310065
AI,calendar,0.00029390154298310065
AI,campaign,0.001763409257898604
AI,campaigns,0.00455547391623806
AI,campus,0.016017634092578985
AI,campuses,0.00014695077149155033
AI,can,0.0036737692872887582
AI,cannot,0.00014695077149155033
AI,canopy,0.00014695077149155033
AI,carbon,0.003526818515797208
AI,cards,0.00014695077149155033
AI,care,0.00029390154298310065
AI,carpool,0.0005878030859662013
AI,carpooling,0.0016164584864070536
AI,cars,0.000440852314474651
AI,catering,0.00014695077149155033
AI,celebrate,0.00014695077149155033
AI,celebration,0.00014695077149155033
AI,center,0.00014695077149155033
AI,centers,0.00029390154298310065
AI,ceremony,0.00014695077149155033
AI,certification,0.0011756061719324026
AI,challenge,0.002204261572373255
